name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
John Lewis: Good Trouble,94,67,85,['Documentary'],PG,1h 36m,2020,"['John Lewis', 'Dawn Porter', 'Amy Entelis', 'Stuart Ford', 'Courtney Sexton']",['Dawn Porter']
Big Time Adolescence,85,82,84,['Comedy'],R,1h 30m,2019,"['Pete Davidson', 'Griffin Gluck', 'Jon Cryer', 'Oona Laurence', 'Sydney Sweeney']",['Jason Orley']
"Tell Me That You Love Me, Junie Moon",22,12,18,"['Comedy', 'Drama']",PG,1h 52m,1970,"['Liza Minnelli', 'Ken Howard', 'Robert Moore', 'James Coco', 'Kay Thompson']",['Otto Preminger']
Premature,93,71,85,"['Drama', 'Romance']",,1h 26m,2019,"['Zora Howard', 'Joshua Boone', 'Michelle Wilson', 'Alexis Marie Wint', 'Imani Lewis']",['Rashaad Ernesto Green']
Impossible Monsters,50,90,63,['Mystery & Thriller'],,1h 24m,2019,"['Santino Fontana', 'Devika Bhise', 'Chris Henry Coffey', 'Laila Robins', 'Dennis Boutsikaris']",['Nathan Catucci']
Into the Woods,71,49,63,"['Musical', 'Fantasy']",PG,2h 4m,2014,"['Meryl Streep', 'Emily Blunt', 'James Corden', 'Anna Kendrick', 'Chris Pine']",['Rob Marshall']
Frankie,57,31,48,['Drama'],PG-13,1h 38m,2019,"['Isabelle Huppert', 'Brendan Gleeson', 'Marisa Tomei', 'Jérémie Renier', 'Pascal Greggory']",['Ira Sachs']
Breach,19,55,31,"['Sci-Fi', 'Action']",R,1h 29m,2020,"['Cody Kearsley', 'Bruce Willis', 'Rachel Nichols', 'Thomas Jane', 'Kassandra Clementi']",['John Suits']
Maggie,63,70,65,"['Comedy', 'Drama']",,1h 29m,2018,"['Lee Joo-Young', 'Koo Kyo-hwan', 'Moon So-ri', 'Im Su-Hyung', 'Lee Ju-Young']","['Yi Ok Seop', 'Undefined']"
A Girl Cut in Two,73,37,61,"['Comedy', 'Mystery & Thriller', 'Drama']",,1h 54m,2007,"['Ludivine Sagnier', 'François Berléand', 'Benoît Magimel', 'Mathilda May', 'Étienne Chicot']",['Claude Chabrol']
The Boost,40,49,43,['Drama'],R,1h 35m,1988,"['James Woods', 'Sean Young', 'John Kapelos', 'Steven Hill', 'Kelle Kerr']",['Harold Becker']
Dave Not Coming Back,100,79,92,['Documentary'],,1h 40m,2020,"['Jonah Malak', 'Jonah Malak', 'Jonah Malak', 'Audrey-Ann Dupuis-Pierre', 'Marwan Haroun']",['Jonah Malak']
In Transit,100,82,93,['Documentary'],,1h 16m,2015,"['Albert Maysles', 'Lynn True', 'David Usui', 'Nelson Walker III', 'Benjamin Wu']","['Albert Maysles', 'Lynn True', 'David Usui', 'Nelson Walker Iii', 'Benjamin Wu']"
Splintered,25,10,19,"['Horror', 'Mystery & Thriller']",,1h 25m,2010,"['Holly Weston', 'Stephen Walters', 'Sacha Dhawan', 'Sadie Pickering', 'Jonathan Readwin']",['Simeon Halligan']
There Are No Fakes,100,100,99,['Documentary'],,1h 53m,2019,"['Kevin Hearn', 'Douglas E. Davidson', 'Sienna Demers', 'Jamie Kastner', 'Jamie Kastner']",['1196623 Jamie Kastner']
From the Edge of the City,67,57,63,['Drama'],,1h 34m,1999,"['Stathis Papadopolous', 'Nikos Kamontos', 'Panayiotis Hartomatzidis', 'Emilios Chilakis', 'Costas Kotsianidis']",['Constantine Giannaris']
Elsewhere,17,68,34,"['Comedy', 'Drama']",R,1h 38m,2019,"['Aden Young', 'Parker Posey', 'Ken Jeong', 'Beau Bridges', 'Jacki Weaver']",['Hernan Jimenez']
Slow Burn,9,55,24,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 33m,2005,"['Ray Liotta', 'LL Cool J', 'Jolene Blalock', 'Mekhi Phifer', 'Chiwetel Ejiofor']",['Wayne Beach']
Honey Boy,95,92,94,['Drama'],R,1h 33m,2019,"['Shia LaBeouf', 'Lucas Hedges', 'Noah Jupe', 'Byron Bowers', 'Laura San Giacomo']",['Alma Harel']
Bad Hair,63,39,55,"['Horror', 'Comedy']",,1h 42m,2020,"['Elle Lorraine', 'Jay Pharoah', 'Lena Waithe', 'Kelly Rowland', 'Laverne Cox']",['Justin Simien']
She Never Died,100,41,80,['Action'],,1h 30m,2019,"['Olunike Adeliyi', 'Peter MacNeill', 'Kiana Madeira', 'Michelle Nolden', 'Noah Dalton Danby']",['Audrey Cummings']
The Empty Man,75,60,70,"['Horror', 'Mystery & Thriller']",R,2h 17m,2020,"['James Badge Dale', 'Owen Teague', 'Marin Ireland', 'Stephen Root', 'Joel Courtney']",['David Prior']
Dead Dicks,100,37,78,['Horror'],,Horror,2020,"['Heston Horwin', 'Chris Bavota', 'Lee Paula Springer']","['Chris Bavota', 'Lee Paula Springer']"
Modern Persuasion,50,38,45,['Romance'],,1h 27m,2020,"['Alicia Witt', 'Daniella Pineda', 'Bebe Neuwirth', 'Liza Lapira', 'Mark Moses']",['Alex Appel']
The Weather Man,60,56,58,"['Comedy', 'Drama']",R,1h 42m,2005,"['Nicolas Cage', 'Michael Caine', 'Hope Davis', 'Michael Rispoli', 'Gil Bellows']",['Gore Verbinski']
I Want You Back,86,70,80,"['Romance', 'Comedy']",R,1h 51m,2022,"['Charlie Day', 'Jenny Slate', 'Scott Eastwood', 'Manny Jacinto', 'Clark Backo']",['Jason Orley']
Da 5 Bloods,92,53,79,"['Drama', 'War']",R,2h 35m,2020,"['Delroy Lindo', 'Jonathan Majors', 'Clarke Peters', 'Norm Lewis', 'Isiah Whitlock Jr.']",['Spike Lee']
Ladybugs,16,43,25,['Comedy'],PG-13,1h 30m,1992,"['Rodney Dangerfield', 'Jackée Harry', 'Jonathan Brandis', 'Ilene Graff', 'Vinessa Shaw']",['Sidney J Furie']
"Money, Fascism, and Some Sort of Acid",100,100,99,"['Drama', 'History', 'War']",,46m,2020,"['Alexey Diakov', 'Steven Molony', 'Joe Riitano', 'Janek Ambros', 'Janek Ambros']",['Janek Ambros']
Fatman,44,84,57,"['Holiday', 'Fantasy', 'Comedy', 'Mystery & Thriller']",R,1h 40m,2020,"['Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste', 'Chance Hurstfield', 'Eric Woolfe']","['Ian Nelms', 'Eshom Nelms']"
The Deeper You Dig,94,59,82,"['Drama', 'Horror']",,1h 32m,2019,"['John Adams', 'Toby Poser', 'Zelda Adams', 'Shawn Wilson', 'Joan Poser']","['John Adams 7', 'Toby Poser']"
Where the River Runs Black,60,100,73,['Adventure'],PG,1h 37m,1986,"['Charles Durning', 'Alessandro Rabelo', 'Peter Horton', 'Ajay Naidu', 'Divana Brandão']",['Christopher Cain']
Homeward Bound II: Lost in San Francisco,56,44,51,"['Kids & Family', 'Adventure']",G,1h 28m,1996,"['Robert Hays', 'Kim Greist', 'Veronica Lauren', 'Kevin Chevalia', 'Benj Thall']",['Dave Ellis']
We Summon the Darkness,68,33,56,"['Horror', 'Mystery & Thriller']",R,1h 23m,2019,"['Alexandra Daddario', 'Keean Johnson', 'Johnny Knoxville', 'Logan Miller', 'Maddie Hasson']",['Marc Meyers']
Rocketman,89,88,88,"['Musical', 'Biography', 'Drama', 'LGBTQ+']",R,2h 1m,2019,"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Gemma Jones', 'Bryce Dallas Howard']",['Dexter Fletcher']
Hotel Noir,13,31,19,"['Crime', 'Drama']",,1h 37m,2012,"['Malin Akerman', 'Kevin Connolly', 'Rosario Dawson', 'Danny DeVito', 'Robert Forster']",['Sebastian Gutierrez']
Blood on Her Name,96,54,82,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 25m,2019,"['Bethany Anne Lind', 'Will Patton', 'Elisabeth Röhm', 'Jared Ivers', 'Jimmy Gonzales']",['Matthew Pope 2']
