name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
The Darkest Hour,11,25,15,"['Sci-Fi', 'Action', 'Mystery & Thriller', 'Adventure', 'Horror']",PG-13,1h 29m,2011,"['Emile Hirsch', 'Max Minghella', 'Olivia Thirlby', 'Rachael Taylor', 'Joel Kinnaman']",['Chris Gorak 6']
Screwed,36,28,33,['Drama'],,1h 50m,2011,"[""James D'Arcy"", 'Noel Clarke', 'Frank Harper', 'Kate Magowan', 'Jamie Foreman']",['Reg Traviss']
Star Wars: Episode IV - A New Hope,93,96,94,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",PG,2h 1m,1977,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Alec Guinness', 'Peter Cushing']",['George Lucas']
The Man in the Iron Mask,32,55,39,"['Adventure', 'Action', 'Drama']",PG-13,2h 12m,1998,"['Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu', 'Gabriel Byrne']",['Randall Wallace']
Abraham Lincoln: Vampire Hunter,34,50,39,"['Action', 'Horror', 'Mystery & Thriller']",R,1h 45m,2012,"['Benjamin Walker', 'Dominic Cooper', 'Anthony Mackie', 'Mary Elizabeth Winstead', 'Rufus Sewell']",['Timur Bekmambetov']
Crime After Crime,91,81,87,"['Documentary', 'Biography', 'Crime', 'Drama']",,1h 35m,2011,"['Yoav Potash', 'C.J. Franco', 'Tennille Williams', 'Yoav Potash', 'Yoav Potash']",['Yoav Potash']
Age of Heroes,40,23,34,"['War', 'Drama']",,1h 30m,2011,"['Sean Bean', 'Izabella Miko', 'Danny Dyer', 'Sebastian Street', ""James D'Arcy""]",['Adrian Vitoria']
Headspace,50,20,39,"['Horror', 'Mystery & Thriller']",R,1h 29m,2005,"['Olivia Hussey', 'William Atherton', 'Sean Young', 'Mark Margolis', 'Larry Fessenden']",['Andrew Van Den Houten']
The Rum Diary,51,36,46,"['Comedy', 'Drama']",R,1h 59m,2011,"['Johnny Depp', 'Aaron Eckhart', 'Michael Rispoli', 'Amber Heard', 'Richard Jenkins']",['Bruce Robinson']
Take Shelter,92,81,88,"['Drama', 'Mystery & Thriller']",R,2h 4m,2011,"['Michael Shannon', 'Jessica Chastain', 'Shea Whigham', 'Katy Mixon', 'Ray McKinnon']",['Jeff Nichols']
All the Wilderness,60,43,54,['Drama'],,1h 57m,2014,"['Kodi Smit-McPhee', 'Isabelle Fuhrman', 'Virginia Madsen', 'Danny DeVito', 'Evan Ross']",['Michael Johnson 11']
Cannes Man,50,44,47,['Comedy'],R,1h 28m,1996,"['Seymour Cassel', 'Francesco Quinn', 'Rebecca Broussard', 'François Petit', 'Robert Hockley']","['Richard Martini', 'Susan Shapiro']"
Dream Big: Engineering Our World,100,64,87,['Documentary'],,40m,2017,"['Jeff Bridges', 'Greg MacGillivray', 'Shaun MacGillivray']",['Greg Macgillivray']
California Split,87,83,85,"['Comedy', 'Drama']",R,1h 48m,1974,"['George Segal', 'Elliott Gould', 'Ann Prentiss', 'Gwen Welles', 'Ed Walsh']",['Robert Altman']
Around a Small Mountain,75,52,67,['Drama'],,1h 25m,2009,"['Jane Birkin', 'Sergio Castellitto', 'André Marcon', 'Jacques Bonnaffé', 'Julie-Marie Parmentier']",['Jacques Rivette']
Town & Country,13,14,13,"['Comedy', 'Romance']",R,1h 44m,2001,"['Warren Beatty', 'Diane Keaton', 'Andie MacDowell', 'Garry Shandling', 'Jenna Elfman']",['Peter Chelsom']
Project X,29,61,39,['Comedy'],R,1h 28m,2012,"['Thomas Mann', 'Oliver Cooper', 'Jonathan Daniel Brown', 'Dax Flame', 'Kirby Bliss Blanton']",['Nima Nourizadeh']
Shallow Grave,71,83,75,['Mystery & Thriller'],R,1h 32m,1995,"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor', 'Ken Stott', 'Keith Allen']",['Danny Boyle']
The Barbarian and the Geisha,40,42,40,"['History', 'Drama']",,1h 45m,1958,"['John Wayne', 'Eiko Ando', 'Sam Jaffe', 'Sô Yamamura', 'Norman Thomson']",['John Huston']
Senna,93,95,93,['Documentary'],PG-13,1h 44m,2010,"['Alain Prost', 'Sir Frank Williams', 'Ron Dennis', 'Viviane Senna', 'Jackie Stewart']",['Asif Kapadia']
Shanghai Express,96,79,90,['Drama'],,1h 20m,1932,"['Marlene Dietrich', 'Clive Brook', 'Anna May Wong', 'Warner Oland', 'Eugene Pallette']",['Joseph Von Sternberg']
The Man on the Train,92,79,87,"['Comedy', 'Drama']",R,1h 30m,2002,"['Jean Rochefort', 'Johnny Hallyday', 'Jean-François Stévenin', 'Charlie Nelson', 'Pascal Parmentier']",['Patrice Leconte']
The Perks of Being a Wallflower,85,89,86,"['Comedy', 'Drama', 'Romance', 'LGBTQ+']",PG-13,1h 43m,2012,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh']",['Stephen Chbosky']
Chalet Girl,77,53,69,['Comedy'],R,1h 36m,2011,"['Felicity Jones', 'Ed Westwick', 'Sophia Bush', 'Bill Nighy', 'Tamsin Egerton']",['Phil Traill']
The Adventures of Sherlock Holmes,89,78,85,['Mystery & Thriller'],,1h 25m,1939,"['Basil Rathbone', 'Nigel Bruce', 'Ida Lupino', 'Alan Marshal', 'Terry Kilburn']",['Alfred Werker']
Masterminds,34,35,34,"['Comedy', 'Action']",PG-13,1h 35m,2016,"['Zach Galifianakis', 'Owen Wilson', 'Kristen Wiig', 'Ross Kimball', 'Devin Ratray']",['Jared Hess']
Decision at Sundown,100,77,92,['Western'],,1h 17m,1957,"['Randolph Scott', 'John Carroll', 'Karen Steele', 'Valerie French', 'Noah Beery Jr.']",['Bud Boetticher']
Better This World,100,78,92,['Documentary'],,1h 22m,2011,"['Scott Crow', 'Brandon Darby', 'Matthew Vadum', 'Kelly Duane', 'Katie Galloway']","['Kelly Duane', 'Katie Galloway']"
Love and Other Disasters,20,57,32,"['Romance', 'Comedy']",R,1h 31m,2006,"['Brittany Murphy', 'Santiago Cabrera', 'Matthew Rhys', 'Catherine Tate', 'Elliot Cowan']",['Alek Keshishian']
Sally of the Sawdust,75,56,68,['Comedy'],,1h 31m,1925,"['Carol Dempster', 'W.C. Fields', 'Alfred Lunt', 'Erville Alderson', 'Effie Shannon']",['Dw Griffith']
Secret of the Wings,62,78,67,"['Kids & Family', 'Fantasy', 'Adventure', 'Animation']",G,1h 11m,2012,"['Mae Whitman', 'Lucy Hale', 'Anjelica Huston', 'Timothy Dalton', 'Lucy Liu']","['Peggy Holmes', 'Roberts Gannaway 9']"
Underworld: Awakening,25,62,37,"['Fantasy', 'Action', 'Horror']",R,1h 29m,2012,"['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy', 'Theo James', 'India Eisley']","['Mans Marlind', 'Bjorn Stein']"
Garbo: The Spy,86,69,80,['Documentary'],,1h 28m,2009,"['Rupert Allason', 'Aline Griffith', 'Joan Pujol', 'Mark Seaman', 'Xavier Vinader']",['Edmon Roch']
Death Rides a Horse,40,71,50,['Western'],R,1h 55m,1969,"['John Phillip Law', 'Lee Van Cleef', 'Luigi Pistilli', 'Mario Brega', 'Anthony Dawson']",['Giulio Petroni']
The Odd Life of Timothy Green,36,67,46,"['Kids & Family', 'Comedy', 'Drama', 'Fantasy']",PG,1h 44m,2012,"['Jennifer Garner', 'Joel Edgerton', 'Dianne Wiest', 'CJ Adams', 'Rosemarie DeWitt']",['Peter Hedges']
