name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Trick 'r Treat,82,72,78,"['Horror', 'Mystery & Thriller']",R,1h 22m,2007,"['Anna Paquin', 'Brian Cox', 'Dylan Baker', 'Leslie Bibb', 'Rochelle Aytes']",['Michael Dougherty']
True Lies,70,76,72,"['Action', 'Comedy']",R,2h 21m,1994,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere']",['James Cameron']
The Sinners,47,41,45,"['Horror', 'Mystery & Thriller']",,1h 28m,2020,"['Kaitlyn Bernard', 'Brenna Llewellyn', 'Brenna Coates', 'Keilani Elizabeth Rose', 'Jasmine Randhawa']",['Courtney Paige']
The Citadel,89,74,84,['Drama'],,1h 52m,1938,"['Robert Donat', 'Rosalind Russell', 'Rex Harrison', 'Ralph Richardson', 'Emlyn Williams']",['King Vidor']
Jesus' Son,79,83,80,['Drama'],R,1h 49m,1999,"['Billy Crudup', 'Samantha Morton', 'Denis Leary', 'Jack Black', 'Will Patton']",['Alison Maclean']
Yentl,68,75,70,['Musical'],PG,2h 14m,1983,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving', 'Nehemiah Persoff', 'Steven Hill']",['Barbara Streisand']
Purple Hearts,33,68,44,"['Romance', 'Drama']",R,2h 3m,2022,"['Sofia Carson', 'Nicholas Galitzine', 'Chosen Jacobs', 'Linden Ashby', 'Anthony Ippolito']","['Ben Lewin', 'Elizabeth Allen Rosenbaum']"
The Baader Meinhof Complex,85,80,83,"['Biography', 'Crime', 'Drama', 'History']",R,2h 30m,2008,"['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Bruno Ganz', 'Jan Josef Liefers']",['Ulrich Edel']
Madagascar: Escape 2 Africa,64,66,64,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 28m,2008,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen']","['Eric Darnell', 'Tom Mcgrath 3']"
Elizabeth the Queen,80,64,74,"['History', 'Drama']",,1h 46m,1939,"['Bette Davis', 'Errol Flynn', 'Olivia de Havilland', 'Donald Crisp', 'Alan Hale']",['Michael Curtiz']
Alien Trespass,38,31,35,"['Comedy', 'Sci-Fi']",PG,1h 30m,2009,"['Eric McCormack', 'Jenni Baird', 'Robert Patrick', 'Dan Laurie', 'Jody Thompson']",['Robert Goodwin']
Freedom Writers,70,87,75,['Drama'],PG-13,2h 3m,2007,"['Hilary Swank', 'Patrick Dempsey', 'Scott Glenn', 'Imelda Staunton', 'April L. Hernandez']",['Richard Lagravenese']
Bolt,90,74,84,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 36m,2008,"['John Travolta', 'Miley Cyrus', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell']","['Chris Williams 2', 'Byron Howard']"
Valentino: The Last Emperor,77,78,77,['Documentary'],PG-13,1h 36m,2008,"['Donatella Versace', 'Valentino', 'Giancarlo Giammetti', 'Natividad Abascal', 'Giorgio Armani']",['Matt Tyrnauer']
How to Be a Good Wife,67,0,44,['Comedy'],,1h 49m,2020,"['Juliette Binoche', 'Yolande Moreau', 'Noémie Lvovsky', 'Édouard Baer', 'François Berléand']",['1197106 Martin Provost']
Weapons,0,54,18,"['Crime', 'Drama']",,1h 25m,2007,"['Nick Cannon', 'Paul Dano', 'Mark Webber', 'Riley Smith', 'Regine Nehy']",['Adam Bhala Lough']
Murder at the Gallop,100,73,90,"['Mystery & Thriller', 'Crime', 'Drama']",,1h 21m,1963,"['Margaret Rutherford', 'Robert Morley', 'Flora Robson', 'Bud Tingwell', 'Stringer Davis']",['George Pollock']
