name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
The Iron Lady,52,51,51,"['Biography', 'History', 'Drama']",PG-13,1h 45m,2011,"['Meryl Streep', 'Jim Broadbent', 'Alexandra Roach', 'Harry Lloyd', 'Olivia Colman']",['Phyllida Lloyd']
A Lonely Place to Die,74,50,66,"['Action', 'Mystery & Thriller']",R,1h 38m,2011,"['Melissa George', 'Ed Speleers', 'Eamonn Walker', 'Sean Harris', 'Karel Roden']",['Julian Gilbey']
Red 11,67,50,61,"['Horror', 'Sci-Fi', 'Mystery & Thriller']",,1h 17m,2019,"['Roby Attal', 'Lauren Hatfield', 'Carlos Gallardo', 'Pierce Bailey', 'Jasmine Balais']",['Robert Rodriguez']
Chillerama,33,44,36,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Musical']",,2h 0m,2011,"['Richard Riehle', 'Adam Rifkin', 'Ray Wise', 'Sarah Mutch', 'Eric Roberts']","['Adam Green', 'Joe Lynch', 'Adam Rifkin', 'Tim Sullivan']"
White Knight,47,63,52,['Comedy'],,1h 26m,2011,"['Tom Sizemore', 'Héctor Jiménez', 'Stacy Keach', 'Kevin P. Farley', 'Olga Segura']",['Jesse Baget']
Bewitched,24,28,25,"['Romance', 'Comedy']",PG-13,1h 40m,2005,"['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine', 'Jason Schwartzman']",['Nora Ephron']
Last Ounce of Courage,0,69,23,['Drama'],PG,1h 41m,2012,"['Marshall R. Teague', ""Jennifer O'Neill"", 'Fred Williamson', 'Nikki Novak', 'Rusty Joiner']","['Darrel Campbell', 'Kevin Mcafee']"
Everyone Says I Love You,77,68,74,"['Musical', 'Romance']",R,1h 41m,1996,"['Alan Alda', 'Woody Allen', 'Drew Barrymore', 'Goldie Hawn', 'Julia Roberts']",['Woody Allen']
Treasure Island,100,74,91,['Adventure'],,1h 45m,1934,"['Wallace Beery', 'Jackie Cooper', 'Lionel Barrymore', 'Lewis Stone', 'Otto Kruger']",['Victor Fleming']
Resurrect Dead: The Mystery of the Toynbee Tiles,65,81,70,['Documentary'],,1h 26m,2011,"['Jon Foy', 'Jon Foy', 'Colin Smith', 'Jon Foy', 'Colin Smith']",['Jon Foy']
Tim and Eric's Billion Dollar Movie,38,47,41,['Comedy'],R,1h 32m,2012,"['Tim Heidecker', 'Eric Wareheim', 'Will Ferrell', 'William Atherton', 'Robert Loggia']","['Tim Heidecker', 'Eric Wareheim']"
