name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
"Police, Adjective",79,59,72,['Drama'],,1h 50m,2009,"['Dragos Bucur', 'Vlad Ivanov', 'Irina Saulescu', 'Ion Stoica', 'Marian Ghenea']",['1178859 Corneliu Porumboiu']
Wall Street: Money Never Sleeps,55,44,51,['Drama'],PG-13,2h 10m,2010,"['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin', 'Carey Mulligan', 'Eli Wallach']",['Oliver Stone']
Celebrity,42,42,42,"['Comedy', 'Drama']",R,1h 53m,1998,"['Hank Azaria', 'Kenneth Branagh', 'Judy Davis', 'Leonardo DiCaprio', 'Melanie Griffith']",['Woody Allen']
Stolen,19,34,24,"['Action', 'Mystery & Thriller']",R,1h 36m,2012,"['Nicolas Cage', 'Danny Huston', 'Malin Akerman', 'M.C. Gainey', 'Sami Gayle']",['Simon West 2']
Waveriders,56,59,56,"['Documentary', 'Adventure', 'Biography']",,1h 20m,2008,"['Cillian Murphy', 'Joel Conroy', 'Joel Conroy', 'Lauren Davies', 'Joel Conroy']",['770835697']
Pandorum,30,49,36,"['Sci-Fi', 'Horror', 'Action']",R,1h 48m,2009,"['Dennis Quaid', 'Ben Foster', 'Cam Gigandet', 'Antje Traue', 'Cung Le']",['Christianalvart']
The Way We Get By,92,87,90,['Documentary'],,1h 24m,2009,"['Aron Gaudet', 'Aron Gaudet', 'Gita Pullapilly', 'Zack Martin', 'Dan Ferrigan']",['Aron Gaudet']
Resurrecting the Champ,61,60,60,['Drama'],PG-13,1h 52m,2007,"['Samuel L. Jackson', 'Josh Hartnett', 'Kathryn Morris', 'Alan Alda', 'Teri Hatcher']",['Rod Lurie']
Downloading Nancy,18,43,26,['Drama'],,1h 42m,2008,"['Maria Bello', 'Jason Patric', 'Rufus Sewell', 'Amy Brenneman', 'Michael Nyqvist']",['Johan Renck']
A Single Man,86,81,84,"['Drama', 'LGBTQ+']",R,1h 39m,2009,"['Colin Firth', 'Julianne Moore', 'Nicholas Hoult', 'Matthew Goode', 'Jon Kortajarena']",['Tom Ford 2']
