name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Kilimanjaro: To the Roof of Africa,90,39,73,"['Documentary', 'Adventure']",,40m,2002,"['Heidi Albertsen', 'Roger Bilham', 'Jacob Kyungai', 'Audrey Salkeld', 'Nicole Wineland-Thomson']",['David Breashears']
Flow: For Love of Water,80,78,79,['Documentary'],,1h 33m,2008,"['Irena Salina', 'Steven Starr', 'Caroleen Feeney', 'Augusta Brown Holland', 'Lee Jaffe']",['10003620 ']
Erik the Viking,47,59,51,"['Comedy', 'Fantasy']",PG-13,1h 43m,1989,"['Tim Robbins', 'Terry Jones', 'Eartha Kitt', 'Mickey Rooney', 'Tsutomu Sekine']",['Terry Jones']
Guess Who's Coming to Dinner,71,85,75,"['Comedy', 'Drama']",,1h 48m,1967,"['Spencer Tracy', 'Katharine Hepburn', 'Sidney Poitier', 'Katharine Houghton', 'Cecil Kellaway']",['Stanley Kramer']
The Go-Getter,44,61,49,"['Comedy', 'Drama']",R,1h 33m,2007,"['Lou Taylor Pucci', 'Zooey Deschanel', 'Jena Malone', 'William Lee Scott', 'Nick Offerman']",['Martin Hynes']
The Man Who Knew Too Much,88,84,86,['Mystery & Thriller'],PG,2h 0m,1956,"['James Stewart', 'Doris Day', 'Bernard Miles', 'Ralph Truman', 'Daniel Gélin']",['Alfred Hitchcock']
Eagle vs. Shark,57,67,60,"['Comedy', 'Romance']",R,1h 34m,2007,"['Loren Taylor', 'Jemaine Clement', 'Brian Sergent', 'Rachel House', 'Craig Hall']",['Taika Waititi']
Impulse,33,19,28,['Mystery & Thriller'],R,1h 48m,1990,"['Theresa Russell', 'Jeff Fahey', 'George Dzundza', 'Alan Rosenberg', 'Nicholas Mele']",['Sondra Locke']
Romeo and Juliet,71,79,73,"['Drama', 'Romance']",,2h 15m,2014,"['Orlando Bloom', 'Dola Rashad', 'Donté Bonner', 'Christian Camargo', 'Joe Carroll']","['Don Roy King', 'David Leveaux']"
Never Forever,80,71,77,['Drama'],R,1h 30m,2007,"['Vera Farmiga', 'Ha Jung-woo', 'David Lee McInnis', 'Kim Jina', 'Kim Jina']",['Kim Jina']
The Major and the Minor,100,83,94,['Comedy'],,1h 40m,1942,"['Ginger Rogers', 'Ray Milland', 'Rita Johnson', 'Robert Benchley', 'Diana Lynn']",['Billy Wilder']
Black Robe,92,75,86,['Adventure'],R,1h 41m,1991,"['Lothaire Bluteau', 'Aden Young', 'Sandrine Holt', 'August Schellenberg', 'Tantoo Cardinal']",['Bruce Beresford']
Without the King,95,77,89,['Documentary'],,1h 23m,2007,"['Michael Skolnik', 'Paola Mendoza', 'Michael Skolnik', 'Ted Sarandos']",['Michael Skolnik']
The Witcher: Nightmare of the Wolf,100,83,94,"['Fantasy', 'Action', 'Adventure', 'Animation']",,1h 23m,2021,"['Theo James', 'Mary McDonnell', 'Lara Pulver', 'Graham McTavish', 'Tom Canton']",['Kwang Il Han']
Don't Go in the House,43,34,40,['Horror'],R,1h 22m,1979,"['Dan Grimaldi', 'Robert Osth', 'Ruth Dardick', 'Joseph Ellison']",['Joseph Ellison 6']
The Assassination of Jesse James by the Coward Robert Ford,77,75,76,"['Western', 'History', 'Drama']",R,2h 40m,2007,"['Brad Pitt', 'Casey Affleck', 'Sam Shepard', 'Mary-Louise Parker', 'Sam Rockwell']",['Andrew Dominik']
Divine Intervention,81,78,80,['Drama'],,1h 32m,2002,"['Elia Suleiman', 'Manal Khader', 'Nayef Fahoum Daher', 'George Ibrahim', 'George Khleifi']",['Elia Suleiman']
No Reservations,42,62,48,"['Drama', 'Romance']",PG,1h 44m,2007,"['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade']",['Scott Hicks']
Lay the Favorite,18,19,18,"['Comedy', 'Drama']",R,1h 34m,2012,"['Bruce Willis', 'Rebecca Hall', 'Catherine Zeta-Jones', 'Vince Vaughn', 'Joshua Jackson']",['Stephen Frears']
Spark: A Space Tail,13,35,20,"['Kids & Family', 'Comedy', 'Adventure', 'Action', 'Sci-Fi', 'Animation']",PG,1h 30m,2016,"['Jace Norman', 'Jessica Biel', 'Susan Sarandon', 'Patrick Stewart', 'Hilary Swank']",['Aaron Woodley']
Introducing the Dwights,52,50,51,"['Comedy', 'Drama']",R,1h 49m,2007,"['Brenda Blethyn', 'Khan Chittenden', 'Emma Booth', 'Frankie J. Holden', 'Rebecca Gibney']",['Cherie Nowlan']
How to Kill Your Neighbor's Dog,59,73,63,"['Comedy', 'Drama']",R,1h 47m,2000,"['Kenneth Branagh', 'Robin Wright', 'Jared Harris', 'Johnathon Schaech', 'Peter Riegert']",['Michael Kalesniko']
Dead Bang,33,43,36,['Action'],R,1h 45m,1989,"['Don Johnson', 'Penelope Ann Miller', 'William Forsythe', 'Bob Balaban', 'Frank Military']",['John Frankenheimer']
Up the Yangtze,96,83,91,['Documentary'],,1h 33m,2007,"['Yung Chang', 'Yung Chang']",['Yung Chang']
Peter's Friends,65,77,69,"['Comedy', 'LGBTQ+']",R,1h 40m,1992,"['Kenneth Branagh', 'Emma Thompson', 'Stephen Fry', 'Alphonsia Emmanuel', 'Hugh Laurie']",['Kenneth Branagh']
The Duchess,62,67,63,"['History', 'Drama']",PG-13,1h 49m,2008,"['Keira Knightley', 'Ralph Fiennes', 'Charlotte Rampling', 'Dominic Cooper', 'Hayley Atwell']",['Saul Dibb']
The Baker,57,68,60,"['Action', 'Crime', 'Drama']",R,1h 44m,2022,"['Ron Perlman', 'Harvey Keitel', 'Elias Koteas', 'Joel David Moore', 'Emma Ho']",['Jonathan Sobol']
So Much So Fast,96,85,92,['Documentary'],,1h 27m,2006,"['Benjamin Heywood', 'Stephen Heywood', 'Steven Ascher', 'Jeanne Jordan', 'Steven Ascher']","['Steven Ascher', 'Jeanne Jordan']"
The Butcher's Wife,24,30,26,"['Romance', 'Comedy', 'LGBTQ+']",PG-13,1h 47m,1991,"['Demi Moore', 'Jeff Daniels', 'George Dzundza', 'Mary Steenburgen', 'Frances McDormand']",['Terry Hughes']
Kissed,68,67,67,['Romance'],R,1h 18m,1996,"['Molly Parker', 'Peter Outerbridge', 'Jay Brazeau', 'Natasha Morley', 'Jessie Winter Mudie']",['1082339 Lynne Stopkewich']
Happy Accidents,70,75,71,"['Romance', 'Comedy']",R,1h 50m,2000,"['Marisa Tomei', ""Vincent D'Onofrio"", 'Nadia Dajani', 'Tovah Feldshuh', 'Holland Taylor']",['Brad Anderson']
Evil Dead Rise,84,76,81,"['Horror', 'Mystery & Thriller', 'Fantasy']",R,1h 36m,2023,"['Lily Sullivan', 'Alyssa Sutherland', 'Morgan Davies', 'Gabrielle Echols', 'Nell Fisher']",['Lee Cronin']
Flashbacks of a Fool,41,51,44,['Drama'],R,1h 53m,2008,"['Daniel Craig', 'Eve', 'Harry Eden', 'Olivia Williams', 'Helen McCrory']",['Baillie Walsh']
The Picture of Dorian Gray,93,77,87,['Horror'],,1h 50m,1945,"['George Sanders', 'Hurd Hatfield', 'Angela Lansbury', 'Donna Reed', 'Lowell Gilmore']",['Albert Lewin']
