name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
The Count of Monte Cristo,73,88,78,['Adventure'],PG-13,2h 11m,2002,"['Jim Caviezel', 'Guy Pearce', 'Dagmara Domińczyk', 'Richard Harris', 'Luis Guzmán']",['Kevin Reynolds']
"The Fearless Vampire Killers or: Pardon Me, but Your Teeth Are in My Neck",71,75,72,"['Comedy', 'Horror']",,1h 47m,1967,"['Jack MacGowran', 'Roman Polanski', 'Sharon Tate', 'Jessie Robins', 'Alfie Bass']",['Roman Polaski']
Hans Christian Andersen,83,76,80,"['Kids & Family', 'Musical']",,2h 0m,1952,"['Danny Kaye', 'Zizi Jeanmaire', 'Farley Granger', 'Roland Petit', 'John Qualen']",['Charles Vidor']
Seeking a Friend for the End of the World,55,53,54,"['Comedy', 'Drama', 'Romance']",R,1h 41m,2012,"['Steve Carell', 'Keira Knightley', 'Adam Brody', 'Connie Britton', 'Melanie Lynskey']",['Lorene Scafaria']
Assassin's Bullet,7,12,8,"['Action', 'Mystery & Thriller']",R,1h 31m,2012,"['Christian Slater', 'Donald Sutherland', 'Elika Portnoy', 'Timothy Spall', 'Vassil Mihajlov']",['Isaac Florentine']
Brake,46,40,44,"['Action', 'Mystery & Thriller']",R,1h 32m,2012,"['Stephen Dorff', 'Chyler Leigh', 'JR Bourne', 'Tom Berenger', 'Bobby Tomberlin']",['Gabe Torres']
Manou the Swift,14,82,36,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",,1h 28m,2019,"['Kate Winslet', 'Willem Dafoe', 'Rob Paulsen', 'Josh Keaton', 'Julie Nathanson']","['Christian Haas', 'Andrea Block']"
Prometheus,73,68,71,"['Sci-Fi', 'Horror', 'Mystery & Thriller']",R,2h 3m,2012,"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce']",['Ridley Scott']
Madam Satan,40,41,40,"['Musical', 'Comedy']",,1h 55m,1930,"['Kay Johnson', 'Reginald Denny', 'Lillian Roth', 'Roland Young', 'Elsa Peterson']",['Cecil B Demille']
The Sunset Limited,68,80,72,['Drama'],TVMA,1h 31m,2011,"['Samuel L. Jackson', 'Tommy Lee Jones', 'Tommy Lee Jones']",['Tommy Lee Jones']
Nuns on the Run,42,53,45,"['Comedy', 'Crime', 'Drama']",PG-13,1h 30m,1990,"['Eric Idle', 'Robbie Coltrane', 'Camille Coduri', 'Janet Suzman', 'Doris Hare']",['Jonathan Lynn']
Hellhole,57,75,63,['Horror'],,1h 31m,2022,"['Piotr Żurawski', 'Olaf Lubaszenko', 'Sebastian Stankiewicz', 'Bartosz M. Kowalski', 'Bartosz M. Kowalski']",['Bartosz M Kowalski']
The Bourne Legacy,56,58,56,"['Action', 'Mystery & Thriller']",PG-13,2h 15m,2012,"['Jeremy Renner', 'Rachel Weisz', 'Ed Norton', 'Stacy Keach', 'Dennis Boutsikaris']",['Tony Gilroy']
Natural Selection,74,67,71,['Comedy'],R,1h 30m,2011,"['Rachael Harris', 'Jon Gries', ""Matt O'Leary"", 'John Diehl', 'Stephanie King']",['Robbie Pickering']
