name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Blitz,48,36,44,"['Mystery & Thriller', 'Crime', 'Drama', 'Action']",R,1h 33m,2011,"['Jason Statham', 'Paddy Considine', 'Aidan Gillen', 'Luke Evans', 'David Morrissey']",['Elliott Lester']
The Death of Dick Long,75,86,78,"['Comedy', 'Drama']",R,1h 40m,2019,"['Michael Abbott Jr.', 'Virginia Newcomb', 'Andre Hyland', 'Sarah Baker', 'Jess Weixler']",['Daniel Scheinert']
Grave Encounters 2,17,27,20,"['Horror', 'Mystery & Thriller']",,1h 39m,2012,"['Reese Alexander', 'Stephanie Bennett', 'Jeffrey Bowyer-Chapman', 'Richard Harmon', 'Sean Rogerson']",['John Poliquin']
Used People,44,38,42,['Drama'],PG-13,1h 55m,1992,"['Shirley MacLaine', 'Kathy Bates', 'Jessica Tandy', 'Marcello Mastroianni', 'Marcia Gay Harden']",['Beeban Kidron']
Cinema Verite,61,60,60,['Drama'],TV14,1h 30m,2011,"['Diane Lane', 'Tim Robbins', 'James Gandolfini', 'Patrick Fugit', 'Kathleen Quinlan']","['Shari Springer Berman', 'Robert Pulcini']"
Trigger,88,64,80,['Drama'],,1h 23m,2010,"['Molly Parker', 'Tracy Wright', 'Don McKellar', 'Sarah Polley', 'Callum Keith Rennie']",['Bruce Mcdonald']
Captain America: Civil War,91,89,90,"['Action', 'Adventure', 'Fantasy']",PG-13,2h 26m,2016,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie']","['Anthony Russo', 'Joseph Russo']"
Skyline,15,18,16,"['Sci-Fi', 'Mystery & Thriller', 'Action']",PG-13,1h 34m,2010,"['Eric Balfour', 'Scottie Thompson', 'Brittany Daniel', 'Crystal Reed', 'Neil Hopkins']","['Colin Strause', 'Greg Strause']"
Scout's Honor: The Secret Files of the Boy Scouts of America,94,81,89,"['Crime', 'Documentary']",,1h 34m,2023,['Brian Knappenberger'],['Brian Knappenberger']
Tokyo Drifter,93,79,88,['Action'],,1h 23m,1966,"['Tetsuya Watari', 'Chieko Matsubara', 'Ryuji Kita', 'Hideaki Nitani', 'Tamio Kawaji']",['Seijun Suzuki']
"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",90,90,90,"['Documentary', 'Music']",R,1h 37m,2011,"['Phife Dawg', 'Ali Shaheed Muhammad', 'Q-Tip', 'Jarobi White', 'Adam Horovitz']",['Michael Rapport']
The Help,76,89,80,['Drama'],PG-13,2h 26m,2011,"['Viola Davis', 'Emma Stone', 'Bryce Dallas Howard', 'Octavia Spencer', 'Jessica Chastain']",['Tate Taylor']
Marvin's Room,84,63,77,['Drama'],PG-13,1h 38m,1996,"['Meryl Streep', 'Leonardo DiCaprio', 'Diane Keaton', 'Robert De Niro', 'Hume Cronyn']",['Jerry Zaks']
The High Cost of Living,53,57,54,['Drama'],,1h 32m,2010,"['Zach Braff', 'Isabelle Blais', 'Patrick Labbé', 'Deborah Chow', 'Deborah Chow']",['Deborah Chow']
Chain Letter,29,45,34,"['Horror', 'Mystery & Thriller']",R,1h 27m,2010,"['Nikki Reed', 'Keith David', 'Brad Dourif', 'Bai Ling', 'Betsy Russell']",['Deon Taylor']
Adopt a Highway,69,69,69,['Drama'],,1h 21m,2019,"['Ethan Hawke', 'Chris Sullivan', 'Christopher Heyerdahl', 'Elaine Hendrix', 'Betty Gabriel']",['Logan Marshallgreen']
Army of One,25,28,25,['Comedy'],R,1h 33m,2016,"['Nicolas Cage', 'Wendi McLendon-Covey', 'Russell Brand', ""Denis O'Hare"", 'Rainn Wilson']",['Larry Charles']
The Pit and the Pendulum,56,40,50,['Horror'],R,1h 37m,1991,"['Lance Henriksen', 'Rona De Ricci', 'Jonathan Fuller', 'Jeffrey Combs', 'Tom Towles']",['Stuart Gordon']
Dummy,70,74,71,"['Comedy', 'Drama']",R,1h 30m,2003,"['Adrien Brody', 'Milla Jovovich', 'Illeana Douglas', 'Vera Farmiga', 'Jessica Walter']",['Greg Pritkin']
Forget Everything and Run,43,68,51,"['Horror', 'Mystery & Thriller']",,1h 41m,2021,"['Jason Tobias', 'Marci Miller', 'Justin Dray', 'Danny Ruiz', 'Cece Kelly']","['Geoff Reisner 2', 'Jason Tobias']"
Stay Cool,14,24,17,['Comedy'],PG-13,1h 34m,2009,"['Mark Polish', 'Winona Ryder', 'Sean Astin', 'Josh Holloway', 'Hilary Duff']",['Mike Polish']
Divorce American Style,100,58,85,['Comedy'],,1h 49m,1967,"['Dick Van Dyke', 'Debbie Reynolds', 'Jason Robards', 'Jean Simmons', 'Van Johnson']",['Bud Yorkin']
Die Another Day,55,41,50,"['Action', 'Adventure']",PG-13,2h 10m,2002,"['Pierce Brosnan', 'Halle Berry', 'Toby Stephens', 'Rosamund Pike', 'Rick Yune']",['Lee Tamahori']
"Dirty Mary, Crazy Larry",44,68,52,['Action'],PG,1h 33m,1974,"['Peter Fonda', 'Susan George', 'Adam Roarke', 'Kenneth Tobey', 'Eugene Daniels']",['John Hough']
Revolver,15,56,28,"['Crime', 'Drama']",R,1h 55m,2005,"['Jason Statham', 'Ray Liotta', 'Vincent Pastore', 'André Benjamin', 'Terence Maynard']",['Guy Ritchie']
Last Summer in the Hamptons,64,44,57,['Comedy'],R,1h 45m,1995,"['Victoria Foyt', 'Viveca Lindfors', 'Jon Robin Baitz', 'Melissa Leo', 'Martha Plimpton']",['Henry Jaglom']
