name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
When We Met,100,90,96,"['Romance', 'Comedy', 'Drama']",,2h 19m,2007,"['Kareena Kapoor', 'Tarun Arora', 'Dara Singh Randhawa', 'Pavan Malhotra', 'Kiran Juneja']",['Imtiaz Ali']
Ghostbusters: Afterlife,64,94,74,"['Comedy', 'Fantasy', 'Adventure']",PG-13,2h 4m,2021,"['Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Paul Rudd', ""Celeste O'Connor""]",['Jason Reitman']
Old Man,63,51,59,['Mystery & Thriller'],,1h 37m,2022,"['Stephen Lang', 'Marc Senter', 'Liana Wright-Mark', 'Patch Darragh', 'Lucky McKee']",['Lucky Mckee']
Wanderlust,59,39,52,['Comedy'],R,1h 38m,2012,"['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux', 'Malin Akerman', 'Kathryn Hahn']",['David Wain']
The Retreat,77,47,67,"['Mystery & Thriller', 'Horror']",,1h 22m,2021,"['Aaron Ashmore', 'Rossif Sutherland', 'Celina Sinden', 'Tommie-Amber Pirie', 'Sarah Allen']",['Pat Mills']
A Christmas Prince: The Royal Wedding,50,37,45,"['Holiday', 'Romance']",TVPG,1h 30m,2018,"['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Richard Ashton', 'Clara Ciobanu']",['John Schultz']
The Falls,89,86,88,['Drama'],,2h 9m,2021,"['Alyssa Chia', 'Gingle Wang', 'Yiwen Chen', 'Lee-zen Lee', 'Wei Ning Hsu']",['Monghong Chung']
Unpregnant,92,15,66,"['Comedy', 'Drama']",PG-13,1h 43m,2020,"['Haley Lu Richardson', 'Barbie Ferreira', 'Giancarlo Esposito', 'Alex MacNicoll', 'Breckin Meyer']",['Rachel Goldenberg']
Secret Lives: Hidden Children & Their Rescuers During WWII,92,73,85,['Documentary'],,1h 12m,2002,"['Aviva Slesin', 'Aviva Slesin', 'Ann Rubenstein Tisch', 'Toby Appleton Perl']",['Aviva Slesin']
Aquaslash,25,25,24,['Horror'],,1h 11m,2019,"['Nicolas Fontaine', 'Brittany Drisdelle', 'Madeline Harvey', 'Paul Zinno', 'Lanisa Dawn']",['Renaud Gauthier']
Antebellum,31,50,37,['Mystery & Thriller'],R,1h 46m,2020,"['Janelle Monáe', 'Jena Malone', 'Jack Huston', 'Kiersey Clemons', 'Gabourey Sidibe']","['Gerard Bush', 'Christopher Renz']"
Disclosure,98,87,94,['Documentary'],,1h 40m,2020,"['Laverne Cox', 'Bianca Leigh', 'Jen Richards', 'Alexandra Billings', 'Susan Stryker']",['Sam Feder']
Tape,63,25,50,['Drama'],,1h 38m,2020,"['Isabelle Fuhrman', 'Tarek Bishara', 'Annarosa Mudd', 'Lollie Jensen', 'Allison Winn']",['Deborah Kampmeier']
The Outpost,92,81,88,"['War', 'Drama']",R,2h 3m,2019,"['Scott Eastwood', 'Caleb Landry Jones', 'Orlando Bloom', 'Jack Kesy', 'Cory Hardrict']",['Rod Lurie']
Rent-a-Pal,70,63,67,['Mystery & Thriller'],,1h 48m,2020,"['Wil Wheaton', 'Brian Landis Folkins', 'Kathleen Brady', 'Amy Rutledge', 'Adrian Egolf']",['Jon Stevenson']
The Naked Kiss,93,80,88,['Drama'],,1h 33m,1964,"['Constance Towers', 'Anthony Eisley', 'Michael Dante', 'Virginia Grey', 'Patsy Kelly']",['Samuel Fuller']
The Life Ahead,92,77,87,['Drama'],PG-13,1h 35m,2020,"['Sophia Loren', 'Abril Zamora', 'Babak Karimi', 'Renato Carpentieri', 'Ibrahima Gueye']",['Edoardo Ponti']
Mariah Carey's Magical Christmas Special,86,80,84,"['Music', 'Variety']",,Music/Variety,2020,"['Mariah Carey', 'Tiffany Haddish', 'Billy Eichner', 'Ariana Grande', 'Jennifer Hudson']","['Hamish Hamilton', 'Roman Coppola']"
Johnny O'Clock,33,38,34,"['Crime', 'Drama']",,1h 35m,1947,"['Dick Powell', 'Evelyn Keyes', 'Lee J. Cobb', 'Robert Rossen']",['Robert Rossen']
The Bee Gees: How Can You Mend a Broken Heart,96,93,95,"['Documentary', 'Music']",,1h 51m,2020,"['Barry Gibb', 'Robin Gibb', 'Maurice Gibb', 'Andy Gibb', 'Frank Marshall']",['Frank Marshall']
1BR,88,52,76,"['Mystery & Thriller', 'Horror']",,1h 30m,2019,"['Nicole Brydon Bloom', 'Alan Blumenfeld', 'Taylor Nichols', 'Giles Matthey', 'Andrea Gabriel']",['David Marmor']
Dune Drifter,100,37,78,"['Sci-Fi', 'Action', 'Adventure']",,1h 35m,2020,"['Phoebe Sparrow', 'Daisy Aitkens', 'Simon Dwyer-Thomas', 'Alastair Kirton', 'Richard Corgan']",['Marc Price 2']
No Manifesto: A Film About Manic Street Preachers,67,47,60,"['Documentary', 'Music']",,1h 36m,2015,"['James Dean Bradfield', 'Grant Foxon', 'Sean Moore', 'Nicky Wire', 'Elizabeth Marcus']",['Elizabeth Marcus']
The Rest of Us,91,76,86,['Drama'],,1h 20m,2019,"['Heather Graham', 'Sophie Nélisse', 'Jodi Balfour', 'Abigail Pniowsky', 'Charlie Gillespie']",['Aisling Chin Yee']
The Twentieth Century,93,67,84,"['Comedy', 'Drama']",,Comedy/Drama,2019,"['Dan Beirne', 'Sarianne Cormier', 'Catherine St-Laurent', 'Mikhaïl Ahooja', 'Brent Skagford']",['Matthew Rankin']
Luster,50,37,45,"['Comedy', 'Drama']",,1h 30m,2002,"['Justin Herwick', 'Shane Powers', 'B. Wyatt', 'Pamela Gidley', 'Susanna Melvoin']",['Everett Lewis']
The Current War: Director's Cut,61,79,67,"['History', 'Drama', 'Biography']",PG-13,1h 41m,2019,"['Benedict Cumberbatch', 'Michael Shannon', 'Nicholas Hoult', 'Katherine Waterston', 'Tuppence Middleton']",['Alfonso Gomez Rejon']
The Donut King,97,88,93,['Documentary'],,1h 30m,2020,"['Ted Ngoy', 'Alice Gu', 'Farhad Amid']",['Alice Gu']
