name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Mr. Warmth: The Don Rickles Project,80,79,79,"['Documentary', 'Comedy']",,1h 29m,2007,"['Harry Dean Stanton', 'John Landis', 'Don Rickles', 'Clint Eastwood', 'Robert De Niro']",['John Landis']
Towards Darkness,11,50,23,"['Mystery & Thriller', 'Drama']",R,1h 34m,2007,"['Roberto Urbino', 'America Ferrera', 'Tony Plana', 'David Sutcliffe', 'William Atherton']",['Antonio Negret']
Underworld,31,79,47,"['Fantasy', 'Action', 'Horror']",R,2h 1m,2003,"['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Shane Brolly', 'Bill Nighy']",['Len Wiseman']
Easy Living,78,76,77,"['Comedy', 'Drama']",,1h 20m,2017,"['Caroline Dhavernas', 'McCaleb Burnett', 'Elizabeth Marvel', 'Charlie Hofheimer', 'Daniel Eric Gold']",['Adam Keleman']
Paranoid Park,77,65,73,['Drama'],R,1h 24m,2007,"['Gabe Nevins', 'Taylor Momsen', 'Jake Miller', 'Lauren McKinney', 'Daniel Liu']",['Gus Van Sant']
The Last Emperor,86,88,86,"['Biography', 'History', 'Drama']",PG-13,2h 42m,1987,"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ying Ruocheng', 'Victor Wong']",['Bernardo Bertolucci']
World Without End,40,31,37,['Sci-Fi'],,1h 20m,1956,"['Hugh Marlowe', 'Nancy Gates', 'Rod Taylor', 'Nelson Leigh', 'Shirley Patterson']",['Edward Bernds']
3:10 to Yuma,89,86,88,"['Western', 'Drama']",R,2h 0m,2007,"['Russell Crowe', 'Christian Bale', 'Logan Lerman', 'Dallas Roberts', 'Ben Foster']",['James Mangold']
Broadway Melody of 1938,100,61,86,"['Musical', 'Comedy']",,1h 50m,1937,"['Robert Taylor', 'Eleanor Powell', 'Judy Garland', 'George Murphy', 'Binnie Barnes']",['Roy Del Ruth']
Gabriel,84,80,82,['Drama'],,1h 28m,2014,"['Rory Culkin', ""Deirdre O'Connell"", 'David Call', 'Emily Meade', 'Lynn Cohen']",['Lou Howe']
Meat Loaf: In Search of Paradise,75,86,78,"['Documentary', 'Music']",,1h 28m,2008,"['Meat Loaf', 'Bruce David Klein', 'Bruce David Klein', 'Bruce David Klein', 'Meat Loaf']",['Bruce David Klein']
The Hollywood Revue,43,19,35,['Musical'],,1h 56m,1929,"['John Gilbert', 'Norma Shearer', 'Joan Crawford', 'Stan Laurel', 'Oliver Hardy']",['Charles Reisner']
Fright Night,72,59,67,"['Horror', 'Comedy']",R,1h 46m,2011,"['Anton Yelchin', 'Colin Farrell', 'David Tennant', 'Christopher Mintz-Plasse', 'Toni Collette']",['Craig Gillespie']
Star Kid,43,36,40,"['Kids & Family', 'Sci-Fi']",PG,1h 41m,1997,"['Joseph Mazzello', 'Joey Simmrin', 'Alex Daniels', 'Arthur Burghardt', 'Brian Simpson']",['Manny Coto']
The Love Guru,13,33,19,['Comedy'],PG-13,1h 27m,2008,"['Mike Myers', 'Jessica Alba', 'Justin Timberlake', 'Romany Malco', 'Verne Troyer']",['Marco Schnabel']
Greenwich Village: Music That Defined a Generation,71,44,61,['Documentary'],,2h 1m,2012,"['Laura Archibald', 'Laura Archibald', 'Rob Lindsay', 'Kevin Wallis']",['Laura Archibald']
Fierce People,24,57,35,['Drama'],R,1h 52m,2005,"['Diane Lane', 'Donald Sutherland', 'Anton Yelchin', 'Chris Evans', 'Kristen Stewart']",['Griffin Dunne']
I Want Candy,56,38,49,['Comedy'],R,1h 25m,2007,"['Tom Riley', 'Tom Burke', 'Carmen Electra', 'Eddie Marsan', 'Michelle Ryan']",['Stephen Surjik']
The Bank Job,80,74,78,"['Crime', 'Drama', 'Mystery & Thriller', 'Action']",R,1h 51m,2008,"['Jason Statham', 'Saffron Burrows', 'Richard Lintern', 'Stephen Campbell Moore', 'Daniel Mays']",['Roger Donaldson']
Nim's Island,53,46,50,"['Kids & Family', 'Adventure', 'Comedy', 'Fantasy']",PG,1h 34m,2008,"['Abigail Breslin', 'Jodie Foster', 'Gerard Butler', 'Michael Carman', 'Mark Brady']","['Jennifer Flackett', 'Mark Levin']"
A Very British Gangster,71,64,68,"['Documentary', 'Crime', 'Drama']",,1h 37m,2007,"['Dominic Noonan', 'Donal MacIntyre', 'Donal MacIntyre', 'David Malone', 'Michael Simkin']",['Donal Macintyre']
Jellyfish,84,65,77,['Drama'],,1h 41m,2018,"['Liv Hill', 'Sinead Matthews', 'Cyril Nri', 'Angus Barnett', 'Tomos Eames']",['James Gardner 3']
"God, Sex & Apple Pie",14,40,22,"['Comedy', 'Drama']",R,1h 37m,1997,"['Greg Wrangler', 'Penelope Crabtree', 'Mark Porro', 'Katy Kurtzman', 'Jerome Courshon']",['Paul Leaf']
Garden Party,100,79,92,"['Comedy', 'Animation']",,7m,2017,"['Florian Babikian', 'Vincent Bayoux', 'Victor Caire', 'Théophile Dufresne', 'Gabriel Grapperon']","['Florian Babikian', 'Vincent Bayoux', 'Victor Caire', 'Theophile Dufresne', 'Gabriel Grapperon']"
The Good Night,30,33,31,"['Comedy', 'Drama', 'Romance']",R,1h 33m,2007,"['Penélope Cruz', 'Martin Freeman', 'Gwyneth Paltrow', 'Simon Pegg', 'Danny DeVito']",['Jake Paltrow']
Barbershop 2: Back in Business,69,48,62,['Comedy'],PG-13,1h 46m,2004,"['Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Eve', 'Troy Garity']",['Kevin Rodney Sullivan']
To Kill a King,60,50,56,"['History', 'Drama']",,1h 42m,2003,"['Tim Roth', 'Dougray Scott', 'Rupert Everett', 'Olivia Williams', 'James Bolam']",['Mike Barker']
Toots,100,86,95,['Documentary'],,1h 25m,2006,"['Kristi Jacobson', 'Alicia Sams', 'Whitney Dow', 'Kristi Jacobson', 'James P. MacGilvray']",['1181997 Kristi Jacobson']
Buchanan Rides Alone,100,66,88,['Western'],,1h 18m,1958,"['Randolph Scott', 'Manuel Rojas', 'Craig Stevens', 'Barry Kelley', 'Tol Avery']",['Bud Boetticher']
The Pied Piper,44,25,37,['Fantasy'],G,1h 30m,1972,"['Donovan', 'Jack Wild', 'Donald Pleasence', 'John Hurt', 'Michael Hordern']",['Jacques Demy']
Day Zero,24,45,31,['Drama'],R,1h 32m,2007,"['Elijah Wood', 'Jon Bernthal', 'Chris Klein', 'Ginnifer Goodwin', 'Elisabeth Moss']",['Bryan Gunnar Cole']
Time and Tide,65,74,68,['Action'],R,1h 53m,2000,"['Nicholas Tse', 'Wu Bai', 'Candy Lo', 'Cathy Chui', 'Anthony Chau-Sang Wong']",['771391916']
Flower Drum Song,78,72,76,"['Musical', 'Comedy']",,2h 13m,1961,"['Nancy Kwan', 'James Shigeta', 'Miyoshi Umeki', 'Juanita Hall', 'Jack Soo']",['Henry Koster']
Sunset Boulevard,98,95,97,['Drama'],,1h 50m,1950,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark']",['Billy Wilder']
Stonewall,9,84,34,"['History', 'Drama', 'LGBTQ+']",R,2h 9m,2015,"['Jeremy Irvine', 'Jonny Beauchamp', 'Joey King', 'Caleb Landry Jones', 'Matt Craven']",['Roland Emmerich']
Sightless,40,41,40,['Drama'],,1h 29m,2020,"['Madelaine Petsch', 'Alexander Koch', 'December Ensminger', 'Lee Jones', 'Matthew Yang King']",['Cooper Karl']
The Black Windmill,50,36,45,['Mystery & Thriller'],PG,1h 46m,1974,"['Michael Caine', 'Donald Pleasence', 'Delphine Seyrig', 'Clive Revill', 'John Vernon']",['Don Siegel']
Death at a Funeral,43,45,43,['Comedy'],R,1h 28m,2010,"['Keith David', 'Loretta Devine', 'Peter Dinklage', 'Ron Glass', 'Danny Glover']",['Neil Labute']
Tell Me A Riddle,100,60,86,['Drama'],PG,1h 30m,1980,"['Melvyn Douglas', 'Lila Kedrova', 'Brooke Adams', 'Dolores Dorn', 'Zalman King']",['Lee Grant']
Man of the West,94,76,88,['Western'],,1h 40m,1958,"['Gary Cooper', 'Julie London', 'Lee J. Cobb', ""Arthur O'Connell"", 'Jack Lord']",['Anthony Mann']
Sweeney Todd: The Demon Barber of Fleet Street,86,81,84,"['Musical', 'Mystery & Thriller', 'Crime', 'Drama']",R,1h 57m,2007,"['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman', 'Timothy Spall', 'Sacha Baron Cohen']",['Tim Burton']
The Final Season,25,67,39,['Drama'],PG,1h 53m,2007,"['Sean Astin', 'Powers Boothe', 'Rachael Leigh Cook', 'James Gammon', 'Michael Angarano']",['David Mickey Evans']
Jade,16,28,20,['Mystery & Thriller'],R,1h 35m,1995,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna']",['William Friedkin']
Mad City,34,42,36,"['Drama', 'Mystery & Thriller']",PG-13,1h 54m,1997,"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner', 'Alan Alda', 'Robert Prosky']",['Costagavras']
My Lucky Star,50,45,48,"['Romance', 'Comedy', 'Adventure']",,1h 53m,2012,"['Zhang Ziyi', 'Leehom Wang', 'Terri Kwan', 'Jack Kao', 'Ryan Zheng']",['Dennie Gordon']
How to Cook Your Life,72,46,63,['Documentary'],PG-13,1h 40m,2007,"['Doris Dörrie', 'Edward Espe Brown', 'Doris Dörrie', 'Doris Dörrie']",['Doris Doerrie']
