name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Yellow Submarine,97,84,92,"['Musical', 'Comedy', 'Adventure', 'Animation']",G,1h 25m,1968,"['Paul Angelis', 'Peter Batten', 'John Clive', 'Dick Emery', 'George Harrison']",['George Dunning 2']
The Fantasticks,48,49,48,['Musical'],PG,1h 26m,1995,"['Joel Grey', 'Brad Sullivan', 'Jean Louisa Kelly', 'Joey McIntyre', 'Jonathon Morris']",['Michael Ritchie']
Scalene,78,52,69,"['Drama', 'Mystery & Thriller']",,1h 36m,2011,"['Margo Martindale', 'Hanna Hall', 'Adam Scarimbolo', 'Jim Dougherty', 'LaDonna Pettijohn']",['Zack Parker']
Secret Agent,86,47,73,['Mystery & Thriller'],,1h 26m,1936,"['John Gielgud', 'Madeleine Carroll', 'Peter Lorre', 'Robert Young', 'Percy Marmont']",['Alfred Hitchcock']
Lightning in a Bottle,87,89,87,['Documentary'],PG-13,1h 49m,2004,"['Buddy Guy', 'Solomon Burke', 'Antoine Fuqua', 'Philip Shane', 'Steve Jordan']",['Antoine Fuqua']
Wish Me Away,93,85,90,"['Documentary', 'LGBTQ+']",,1h 36m,2011,"['Bobbie Birleffi', 'Beverly Kopf', 'Bobbie Birleffi', 'Beverly Kopf', 'Rhonda Eiffe']","['Bobbiebirleffi', 'Beverlykopf']"
Butch and Sundance: The Early Days,33,51,39,"['Western', 'Comedy']",PG,1h 51m,1979,"['William Katt', 'Tom Berenger', 'Jill Eikenberry', 'Jeff Corey', 'Paul Plunkett']",['Richard Lester']
Red Dust,90,80,86,['Romance'],,1h 23m,1932,"['Clark Gable', 'Jean Harlow', 'Mary Astor', 'Donald Crisp', 'Gene Raymond']",['Victor Fleming']
Ocean of Pearls,38,71,49,['Drama'],PG-13,1h 38m,2008,"['Omid Abtahi', 'Heather McComb', 'Ron Canada', 'Navi Rawat', 'Todd Babcock']",['Sarab Neelam']
Save the Tiger,86,74,82,['Drama'],R,1h 40m,1973,"['Jack Lemmon', 'Jack Gilford', 'Laurie Heineman', 'Norman Burton', 'Patricia Smith']",['John G Avildsen']
Ace Ventura: When Nature Calls,21,72,38,"['Comedy', 'Adventure']",PG-13,1h 32m,1995,"['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton']",['Steve Oedekerk']
Starship Troopers 3: Marauder,43,19,35,"['Sci-Fi', 'Action', 'Adventure']",R,1h 45m,2008,"['Casper Van Dien', 'Jolene Blalock', 'Amanda Donohoe', 'Marnette Patterson', 'Stephen Hogan']",['Edward Neumeier']
The Light Thief,93,65,83,['Drama'],,1h 20m,2010,"['Aktan Abdykalykov', 'Askat Sulaimanov', 'Taalaikan Abazova', 'Asan Amanov', 'Stanbek Toichubaev']",['Aktan Abdykalykov']
The Face of Fu Manchu,80,29,62,['Horror'],,1h 34m,1965,"['Christopher Lee', 'Nigel Green', 'Howard Marion-Crawford', 'James Robertson Justice', 'Tsai Chin']",['Don Sharp']
Rampart,74,35,60,"['Crime', 'Drama']",R,1h 43m,2011,"['Woody Harrelson', 'Ben Foster', 'Anne Heche', 'Ice Cube', 'Brie Larson']",['Oren Moverman']
The Dish & the Spoon,62,51,58,"['Comedy', 'Drama']",,1h 32m,2011,"['Greta Gerwig', 'Olly Alexander', 'Eleonore Hendricks', 'Adam Rothenberg', 'Amy Seimetz']",['Alison Bagnall']
Touchback,38,63,46,['Drama'],PG-13,1h 58m,2011,"['Brian Presley', 'Kurt Russell', 'Melanie Lynskey', 'Marc Blucas', 'Christine Lahti']",['Don Handfield']
Gone,12,42,22,"['Mystery & Thriller', 'Action', 'Adventure']",PG-13,1h 35m,2012,"['Amanda Seyfried', 'Daniel Sunjata', 'Jennifer Carpenter', 'Sebastian Stan', 'Wes Bentley']",['Heitor Dhalia']
Cult of the Suicide Bomber 2,100,60,86,['Documentary'],,1h 46m,2006,"['Kevin Toolis', 'Dominic Ozanne', 'Kevin Toolis', 'John Moratiel']",['Kevin Toolis']
The Campaign,66,51,61,['Comedy'],R,1h 25m,2012,"['Will Ferrell', 'Zach Galifianakis', 'Jason Sudeikis', 'Dylan McDermott', 'Katherine LaNasa']",['Jay Roach']
Red Dog: True Blue,100,69,89,"['Comedy', 'Drama']",,1h 28m,2016,"['Jason Isaacs', 'Thomas Cocquerel', 'Levi Miller', 'Bryan Brown', 'Hanna Mangan Lawrence']",['Kriv Stender']
The Zen of Bennett,67,71,68,['Documentary'],,1h 27m,2012,"['Unjoo Moon', 'Danny Bennett', 'Jennifer Lebeau', 'Tony Bennett', 'Ted Sarandos']",['Moon Eunju']
Comes a Bright Day,38,33,36,['Romance'],,1h 35m,2012,"['Craig Roberts', 'Imogen Poots', 'Kevin McKidd', 'Timothy Spall', 'Geoff Bell']",['Simon Aboud']
Stolen,19,34,24,"['Action', 'Mystery & Thriller']",R,1h 36m,2012,"['Nicolas Cage', 'Danny Huston', 'Malin Akerman', 'M.C. Gainey', 'Sami Gayle']",['Simon West 2']
Broken Law,100,62,87,"['Mystery & Thriller', 'Crime', 'Drama']",,1h 25m,2020,"['Tristan Heanue', 'Graham Earley', 'Gemma-Leah Devereux', 'John Connors', 'Ryan Lincoln']",['Paddy Slattery']
Madagascar 3: Europe's Most Wanted,78,72,76,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 25m,2012,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen']","['Eric Darnell', 'Tom Mcgrath 3', 'Conrad Vernon']"
Wanderlust,59,39,52,['Comedy'],R,1h 38m,2012,"['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux', 'Malin Akerman', 'Kathryn Hahn']",['David Wain']
4.3.2.1.,37,42,38,"['Crime', 'Drama']",,1h 57m,2010,"['Emma Roberts', 'Noel Clarke', 'Tamsin Egerton', 'Ophelia Lovibond', 'Shanika Warren-Markland']","['Noel Clarke', 'Mark Davis 3']"
The Contender,76,73,75,['Mystery & Thriller'],R,2h 6m,2000,"['Joan Allen', 'Gary Oldman', 'Jeff Bridges', 'Sam Elliott', 'Christian Slater']",['Rod Lurie']
Man on a Ledge,31,52,38,"['Mystery & Thriller', 'Crime', 'Drama']",PG-13,1h 42m,2012,"['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell', 'Anthony Mackie', 'Genesis Rodriguez']",['Asger Leth']
Higher Ground,82,62,75,['Drama'],R,1h 54m,2011,"['Vera Farmiga', 'Joshua Leonard', 'John Hawkes', 'Dagmara Domińczyk', 'Norbert Leo Butz']",['Vera Farmiga']
A Dog of Flanders,24,64,37,['Drama'],PG,1h 40m,1999,"['Jack Warden', 'Jeremy James Kissner', 'Jesse James', 'Jon Voight', 'Cheryl Ladd']",['Kevin Brodie']
The Saint of Fort Washington,80,87,82,['Drama'],R,1h 48m,1993,"['Danny Glover', 'Matt Dillon', 'Rick Aviles', 'Nina Siemaszko', 'Ving Rhames']",['Tim Hunter']
Cool Runnings,76,81,77,"['Comedy', 'Drama']",PG,1h 37m,1993,"['Leon', 'Doug E. Doug', 'Malik Yoba', 'John Candy', 'Rawle D. Lewis']",['Jon Turteltaub']
The Naked Gun 2 1/2: The Smell of Fear,58,65,60,['Comedy'],PG-13,1h 25m,1991,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson', 'Robert Goulet']",['David Zucker']
You Hurt My Feelings,94,64,84,"['Comedy', 'Drama', 'Romance']",R,1h 33m,2023,"['Julia Louis-Dreyfus', 'Tobias Menzies', 'Michaela Watkins', 'Arian Moayed', 'Owen Teague']",['Nicole Holofcener']
Something From Nothing: The Art of Rap,86,77,83,"['Documentary', 'Music']",R,1h 50m,2012,"['Bun B', 'B-Real', 'Afrika Bambaataa', 'Yasiin Bey', 'Big Daddy Kane']","['1027569 Icet', 'Andy Baybutt']"
We Jam Econo: The Story of the Minutemen,89,95,91,['Documentary'],,1h 30m,2005,"['Tim Irwin', 'Keith Schieron']",['Tim Irwin']
StreetDance,78,59,71,['Drama'],PG-13,1h 38m,2010,"['Nichola Burley', 'Richard Winsor', 'Charlotte Rampling', 'Ukweli Roach', 'Frank Harper']","['Max Giwa', 'Dania Pasquini']"
Barefoot in the Park,81,79,80,['Comedy'],G,1h 46m,1967,"['Robert Redford', 'Jane Fonda', 'Charles Boyer', 'Mildred Natwick', 'Herbert Edelman']",['Gene Saks']
Deep Water,35,24,31,"['Mystery & Thriller', 'Drama']",R,1h 56m,2022,"['Ben Affleck', 'Ana de Armas', 'Tracy Letts', 'Lil Rel Howery', 'Dash Mihok']",['Adrian Lyne']
