name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Perrier's Bounty,53,47,50,"['Crime', 'Drama', 'Comedy']",R,1h 28m,2009,"['Cillian Murphy', 'Brendan Gleeson', 'Jim Broadbent', 'Jodie Whittaker', 'Liam Cunningham']",['Ian Fitzgibbon']
The War of the Worlds,90,71,83,['Sci-Fi'],G,1h 25m,1953,"['Gene Barry', 'Ann Robinson', 'Les Tremayne', 'Lewis Martin', 'Robert Cornthwaite']",['Byron Haskin']
Louis L'Amour's Crossfire Trail,40,78,52,"['Western', 'Action']",TV14,1h 36m,2001,"['Tom Selleck', 'Virginia Madsen', 'Wilford Brimley', ""David O'Hara"", 'Christian Kane']",['Simon Wincer']
1st Night,17,53,28,"['Romance', 'Comedy', 'Musical']",,1h 45m,2010,"['Richard E. Grant', 'Sarah Brightman', 'Mía Maestro', 'Julian Ovenden', 'Oliver Dimsdale']",['Christopher Menaul']
The Fitzgerald Family Christmas,64,50,59,"['Holiday', 'Comedy', 'Drama']",PG-13,1h 42m,2012,"['Kerry Bishé', 'Edward Burns', 'Heather Burns', 'Marsha Dietlein', 'Caitlin FitzGerald']",['Edward Burns']
Pusher,47,34,42,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 29m,2012,"['Richard Coyle', 'Bronson Webb', 'Agyness Deyn', 'Mem Ferda', 'Zlatko Buric']",['Luis Prieto']
Drew: The Man Behind the Poster,50,71,56,"['Documentary', 'Biography']",,1h 37m,2013,"['Greg Aronowitz', 'Timothy Bradstreet', 'Joanna Cassidy', 'Alice Cooper', 'Frank Darabont']",['Erik Sharkey']
Lovesick,50,27,42,['Drama'],,1h 33m,2016,"['Jay Baruchel', 'Jessica Paré', 'Jacob Tierney', 'Ali Tataryn', 'Rebecca Gibson']",['Tyson Caron']
The Underneath,62,39,54,"['Crime', 'Drama']",R,1h 39m,1995,"['Peter Gallagher', 'Alison Elliott', 'William Fichtner', 'Adam Trese', 'Joe Don Baker']",['Steven Soderbergh']
Gimme the Loot,91,65,82,"['Crime', 'Drama']",,1h 21m,2012,"['Ty Hickson', 'Zoë Lescaze', 'Joshua Rivera', 'Tashiana Washington', 'Sam Soghor']",['Adam Leon']
G-Dog,100,86,95,['Documentary'],,1h 32m,2012,"['Fr. Greg Boyle', 'Freida Lee Mock', 'Freida Lee Mock', 'Pedro Bromfman', 'Greg Byers']",['Freida Lee Mock']
