name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
The Interrupters,99,82,93,"['Documentary', 'Crime', 'Drama']",,2h 5m,2011,"['Tio Hardiman', 'Ameena Matthews', 'Gary Slutkin', 'Kenneth Oliver', 'Spencer Leak']",['Steve James 3']
The Rage in Placid Lake,56,80,63,['Comedy'],,1h 29m,2003,"['Ben Lee', 'Rose Byrne', 'Miranda Richardson', 'Garry McDonald', 'Christopher Stollery']",['Tony Mcnamara 4']
Telstar,79,69,75,"['Biography', 'Drama', 'Music']",,1h 59m,2008,"[""Con O'Neill"", 'Kevin Spacey', 'Pam Ferris', 'JJ Feild', 'James Corden']",['Nick Moran']
William,42,50,44,['Drama'],,1h 42m,2019,"['Maria Dizzia', 'Will Brittain', 'Waleed Zuaiter', 'Susan Park', 'Callum Seagram Airlie']",['Tim Disney']
Murder!,89,38,72,['Mystery & Thriller'],,1h 32m,1930,"['Herbert Marshall', 'Norah Baring', 'Esme Percy', 'Phyllis Konstam', 'Edward Chapman']",['Alfred Hitchcock']
Goon,81,71,77,"['Comedy', 'Biography']",R,1h 31m,2011,"['Seann William Scott', 'Jay Baruchel', 'Alison Pill', 'Marc-André Grondin', 'Liev Schreiber']",['Michael Dowse']
Criminal,30,47,35,"['Action', 'Mystery & Thriller', 'Sci-Fi']",R,1h 53m,2016,"['Kevin Costner', 'Gal Gadot', 'Gary Oldman', 'Ryan Reynolds', 'Tommy Lee Jones']",['Ariel Vromen']
Detachment,59,74,63,['Drama'],,1h 37m,2011,"['Adrien Brody', 'Marcia Gay Harden', 'James Caan', 'Christina Hendricks', 'Lucy Liu']",['Tony Kaye']
Death Valley,75,5,51,['Horror'],,1h 33m,2021,"['Jeremy Ninaber', 'Ethan Mitchell', 'Kristen Kaster', 'Matthew Ninaber']",['Matthew Ninaber']
Exotica,95,83,91,['Drama'],R,1h 44m,1994,"['Bruce Greenwood', 'Mia Kirshner', 'Don McKellar', 'Arsinée Khanjian', 'Elias Koteas']",['Atom Egoyan']
George Harrison: Living in the Material World,87,93,89,"['Documentary', 'Biography', 'Music']",,3h 28m,2011,"['Paul McCartney', 'Ringo Starr', 'Olivia Harrison', 'Dhani Harrison', 'Eric Clapton']",['Martin Scorsese']
Death Ship,29,34,30,['Horror'],R,1h 31m,1980,"['George Kennedy', 'Richard Crenna', 'Nick Mancuso', 'Alvin Rakoff']",['Alvin Rakoff']
Sing Your Song,95,79,89,"['Documentary', 'Biography', 'Music']",,1h 43m,2011,"['Harry Belafonte', 'Sidney Poitier', 'Marge Champion', 'Julian Bond', 'George Schlatter']",['Susanne Rostock']
Hit So Hard,66,72,68,"['Documentary', 'Music', 'Biography']",,1h 43m,2011,"['Patty Schemel', 'Courtney Love', 'Melissa Auf der Maur', 'Gina Schock', 'Nina Gordon']",['P David Ebersole']
Too Late Blues,80,71,77,['Drama'],,1h 40m,1962,"['Bobby Darin', 'Stella Stevens', 'Everett Chambers', 'Cliff Carnell', 'Seymour Cassel']",['John Cassavetes']
SEAL Team Six: The Raid on Osama bin Laden,50,45,48,"['Drama', 'Action']",,1h 30m,2012,"['Cam Gigandet', 'Anson Mount', 'Freddy Rodríguez', 'Xzibit', 'Kathleen Robertson']",['John Stockwell']
Dreams of a Life,76,65,72,['Drama'],,1h 35m,2011,"['Zawe Ashton', 'Jonathan Harden', 'Daren Elliott Holmes', 'Jay Simpson', 'Alix Luka-Cain']",['Carol Morley 2']
Satan's Slaves: Communion,100,88,95,"['Horror', 'Mystery & Thriller']",,1h 59m,2022,"['Tara Basro', 'Endy Arfian', 'Bront Palarae', 'Nasar Annuz', 'Ayu Laksmi']",['Joko Anwar']
Gayby,90,55,78,"['Comedy', 'Drama', 'LGBTQ+']",,1h 29m,2012,"['Jenn Harris', 'Matthew Wilkas', 'Charlie Barnett', 'Samantha Buck', 'Louis Cancelmi']",['Jonathan Lisecki']
All's Faire in Love,7,41,18,"['Romance', 'Comedy']",PG-13,1h 55m,2009,"['Christina Ricci', 'Owen Benjamin', 'Ann-Margret', 'Matthew Lillard', 'Cedric the Entertainer']",['Scott Marshall 2']
Out of the Blue,19,38,25,"['Mystery & Thriller', 'Romance', 'Drama']",R,1h 45m,2022,"['Diane Kruger', 'Ray Nicholson', 'Hank Azaria', 'Chase Sui Wonders', 'Gia Crovatin']",['Neil Labute']
The Duke Is Tops,63,78,68,"['Musical', 'Romance']",,1h 12m,1938,"['Ralph Cooper', 'Lena Horne', 'Lawrence Criner', 'Monte Hawley', 'Vernon McCalla']",['William Nolte']
The Devil Inside,6,22,11,"['Horror', 'Mystery & Thriller']",R,1h 23m,2012,"['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth', 'Suzan Crowley', 'Ionut Grama']",['William Brent Bell']
The Swell Season,78,76,77,['Documentary'],,1h 30m,2011,"['Catherine Hansard', 'Glen Hansard', 'Markéta Irglová', 'Nick August-Perna', 'Carlo Mirabella-Davis']","['Nick August Perna', 'Carlo Mirabella Davis', 'Chris Dapkins']"
