name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Stranded,0,9,3,"['Horror', 'Sci-Fi']",,1h 25m,2013,"['Christian Slater', 'Brendan Fehr', 'Amy Matysio', 'Michael Therriault', 'Ryland Alexander']",['Roger Christian']
Home Team,21,63,35,['Comedy'],PG,1h 35m,2022,"['Kevin James', 'Taylor Lautner', 'Rob Schneider', 'Tait Blum', 'Jackie Sandler']","['Charles Francis Kinnane', 'Daniel Kinnane 2']"
A Promise,13,23,16,"['Drama', 'Romance']",R,1h 35m,2013,"['Rebecca Hall', 'Alan Rickman', 'Richard Madden', 'Maggie Steed', 'Jean-Louis Sbille']",['Patrice Leconte']
Almost Adults,80,52,70,"['Comedy', 'Drama', 'LGBTQ+']",,1h 30m,2016,"['Elise Bauman', 'Natasha Negovanlis', 'Winny Clarke', 'Justin Gerhard', 'Delphine Roussel']",['Sarah Rotella']
Dear Frankie,82,90,84,['Drama'],PG-13,1h 45m,2004,"['Emily Mortimer', 'Jack McElhone', 'Gerard Butler', 'Sharon Small', 'Mary Riggans']",['Shona Auerbach 4']
Romeo & Juliet,24,46,31,"['Romance', 'Drama']",PG-13,1h 58m,2013,"['Douglas Booth', 'Hailee Steinfeld', 'Ed Westwick', 'Christian Cooke', 'Paul Giamatti']",['Carlo Carlei']
Wreckers,92,54,79,['Drama'],,1h 25m,2011,"['Claire Foy', 'Benedict Cumberbatch', 'Shaun Evans', 'Peter McDonald', 'Sinead Matthews']",['Dr Hood']
Where the Truth Lies,41,46,42,['Drama'],R,1h 48m,2005,"['Kevin Bacon', 'Colin Firth', 'Alison Lohman', 'Rachel Blanchard', 'David Hayman']",['Atom Egoyan']
Little Nicky,22,55,33,['Comedy'],PG-13,1h 30m,2000,"['Adam Sandler', 'Patricia Arquette', 'Harvey Keitel', 'Rhys Ifans', 'Tommy Tiny Lister']",['Steve Brill']
I Live in Fear,75,76,75,['Drama'],,1h 45m,1955,"['Toshiro Mifune', 'Eiko Miyoshi', 'Haruko Tôgô', 'Masao Shimizu', 'Yutaka Sada']",['Akirakurosawa']
Other People's Children,91,99,93,"['Drama', 'Comedy']",,1h 44m,2022,"['Virginie Efira', 'Roschdy Zem', 'Victor Lefebvre', 'Chiara Mastroianni', 'Yamée Couture']",['Rebecca Zlotowski']
The Cult of JT LeRoy,100,67,88,['Documentary'],,1h 30m,2014,"['Marjorie Sturm', 'William Hirsch', 'Andrew Anker', 'Renee Anker', 'Josh Melrod']",['Marjorie Sturm']
Unleashed,66,75,69,"['Action', 'Drama']",R,1h 42m,2005,"['Jet Li', 'Bob Hoskins', 'Morgan Freeman', 'Kerry Condon', 'Michael Jenn']",['Louis Leterrier']
Mascots,48,36,44,['Comedy'],TVMA,1h 35m,2016,"['Zach Woods', 'Wayne Wilderson', 'Sarah Baker', 'Michael Hitchcock', 'Tom Bennett']",['Christopher Guest']
La Cucaracha,67,67,67,['Drama'],R,1h 35m,1998,"['Eric Roberts', 'Joaquim de Almeida', 'Victor Rivers', 'Jack McManus', 'Tara Crespo']",['Jack Perez']
The Last Days of Disco,73,65,70,['Drama'],R,1h 53m,1998,"['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman', 'Matt Keeslar', 'Mackenzie Astin']",['Whit Stillman']
Doctor Strange in the Multiverse of Madness,73,85,77,"['Action', 'Adventure', 'Fantasy', 'Horror']",PG-13,2h 6m,2022,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong']",['Sam Raimi']
Intolerance,97,77,90,['Drama'],,2h 58m,1916,"['Lillian Gish', 'Robert Harron', 'Bessie Love', 'Mae Marsh', 'Howard Gaye']",['Dw Griffith']
John Tucker Must Die,28,69,41,"['Romance', 'Comedy']",PG-13,1h 29m,2006,"['Jesse Metcalfe', 'Sophia Bush', 'Ashanti', 'Jenny McCarthy', 'Brittany Snow']",['Betty Thomas']
East of Havana,75,76,75,['Documentary'],,1h 22m,2006,"['Jauretsi Saizarbitoria', 'Jauretsi Saizarbitoria', 'Emilia Menocal', 'Emilia Menocal', 'Charlize Theron']","['Jauretsi Saizarbitoria', 'Emilia Menocal']"
You're Killing Me Susana,72,67,70,"['Comedy', 'Drama', 'Romance']",,1h 42m,2016,"['Gael García Bernal', 'Verónica Echegui', 'Ashley Hinshaw', 'Björn Hlynur Haraldsson', 'Barbara Garrick']",['Roberto Sneider']
PTU,63,80,68,"['Crime', 'Drama']",R,1h 27m,2003,"['Simon Yam', 'Suet Lam', 'Ruby Wong', 'Eddy Ko', 'Raymond Pak-Ming Wong']",['Johnny To']
Taxi,96,79,90,"['Comedy', 'Drama']",,1h 22m,2015,"['Jafar Panahi', 'Jafar Panahi', 'Jafar Panahi', 'Jafar Panahi']",['Jafar Panahi']
Gray Lady Down,63,36,54,['Drama'],PG,1h 51m,1978,"['Charlton Heston', 'David Carradine', 'Stacy Keach', 'Ned Beatty', 'Ronny Cox']",['1041643 David Greene']
I Am the Pretty Thing That Lives in the House,57,24,46,['Horror'],,1h 27m,2016,"['Ruth Wilson', 'Paula Prentiss', 'Bob Balaban', 'Lucy Boynton', 'Brad Milne']",['Oz Perkins']
Finding Oscar,82,88,84,['Documentary'],,1h 34m,2016,"['Ryan Suffern', 'Ryan Suffern', 'Mark Monroe', 'Ryan Suffern', 'Frank Marshall']",['Ryan Suffern']
Long Weekend,67,82,72,"['Romance', 'Comedy', 'Drama']",R,1h 31m,2021,"['Finn Wittrock', 'Zoe Chao', 'Casey Wilson', 'Jim Rash', 'Damon Wayans Jr.']",['Steve Basilone']
Hangman,4,29,12,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 38m,2017,"['Al Pacino', 'Karl Urban', 'Brittany Snow', 'Joe Anderson', 'Sarah Shahi']",['Johnny Martin 5']
Mr. Right,45,57,49,"['Romance', 'Comedy', 'Action']",R,1h 33m,2015,"['Sam Rockwell', 'Anna Kendrick', 'Tim Roth', 'James Ransone', 'Anson Mount']",['Paco Cabezas']
Alvin and the Chipmunks: The Road Chip,15,51,27,"['Kids & Family', 'Comedy', 'Adventure']",PG,1h 26m,2015,"['Jason Lee', 'Tony Hale', 'Kimberly Williams-Paisley', 'Josh Green', 'Bella Thorne']",['Walt Becker']
Heaven Can Wait,85,68,79,"['Comedy', 'Fantasy']",PG,1h 41m,1978,"['Warren Beatty', 'Julie Christie', 'Jack Warden', 'James Mason', 'Dyan Cannon']","['Warren Beatty', 'Buck Henry']"
The Sky is Everywhere,66,58,63,['Drama'],PG-13,1h 43m,2022,"['Grace Kaufman', 'Pico Alexander', 'Jason Segel', 'Cherry Jones', 'Jacques Colimon']",['Josephine Decker']
Austin Found,21,77,39,['Comedy'],,1h 44m,2017,"['Linda Cardellini', 'Kristen Schaal', 'Craig Robinson', 'Skeet Ulrich', 'Ursula Parker']",['Will Raee']
Silver Streak,79,71,76,"['Comedy', 'Action']",PG,1h 53m,1976,"['Gene Wilder', 'Jill Clayburgh', 'Richard Pryor', 'Patrick McGoohan', 'Ned Beatty']",['Arthur Hiller']
The Trip to Spain,83,64,76,['Comedy'],,1h 50m,2017,"['Steve Coogan', 'Rob Brydon', 'Marta Barrio', 'Claire Keelan', 'Margo Stilley']",['Michael Winterbottom']
Trash Dance,100,85,94,"['Documentary', 'Comedy']",,1h 6m,2012,"['Andrew Garrison', 'Andrew Garrison', 'Andrew Garrison', 'Angela Pires', 'Graham Reynolds']",['Andrew Garrison']
Airport,75,53,67,['Mystery & Thriller'],G,2h 17m,1970,"['Burt Lancaster', 'Dean Martin', 'Jacqueline Bisset', 'George Kennedy', 'Helen Hayes']",['George Seaton']
It's Already Tomorrow in Hong Kong,74,57,68,"['Romance', 'Comedy']",,1h 18m,2015,"['Bryan Greenberg', 'Jamie Chung', 'Richard Ng', 'Sarah Lian', 'Linda Trinh']",['Emily Ting']
My Hero Academia: World Heroes' Mission,87,95,89,"['Action', 'Adventure', 'Anime']",PG-13,1h 44m,2021,"['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yuki Kaji', 'Tetsu Inada', 'Kenta Miyaki']",['Kenji Nagasaki']
Queen Bee,20,58,32,['Drama'],,1h 35m,1955,"['Joan Crawford', 'Barry Sullivan', 'Betsy Palmer', 'John Ireland', 'Lucy Marlow']",['Ranald Macdougall']
Daddy,50,57,52,"['Biography', 'Crime', 'Drama']",,2h 14m,2017,"['Arjun Rampal', 'Aishwarya Rajesh', 'Nishikant Kamat', 'Anand Ingale', 'Rajesh Shringarpore']",['Ashim Ahluwalia']
Moments of Clarity,40,60,46,"['Comedy', 'Adventure']",,1h 37m,2015,"['Kristin Wallace', 'Lyndsy Fonseca', 'Mackenzie Astin', 'Saxon Trainor', 'Bitty Schram']",['Stev Elam']
The Computer Wore Tennis Shoes,50,41,46,"['Kids & Family', 'Comedy']",G,1h 31m,1969,"['Kurt Russell', 'Cesar Romero', 'Joe Flynn', 'William Schallert', 'Frank Webb']",['Robert Butler']
For Ahkeem,96,65,85,['Documentary'],,1h 30m,2017,"['Jeremy S. Levine', 'Landon Van Soest', 'Iyabo Boyd', 'Nicholas Weissman', 'Jeff Truesdell']","['Jeremy S Levine', 'Landon Van Soest']"
The Stakelander,80,32,63,['Horror'],,1h 35m,2016,"['Connor Paolo', 'Nick Damici', 'Laura Abramsen', 'A.C. Peterson', 'Steven Williams']","['Dan Berk', 'Robert Olsen']"
Bad 25,92,88,90,"['Documentary', 'Music']",,2h 10m,2012,"['Glen Ballard', 'Justin Bieber', 'Rubén Blades', 'Chris Brown', 'Mariah Carey']",['Spike Lee']
Ghost House,22,23,22,"['Horror', 'Mystery & Thriller']",,1h 39m,2017,"['James Landry Hébert', 'Scout Taylor-Compton', 'Mark Boone Junior', 'Elana Krausz', 'Michael S. New']",['Rich Ragsdale']
A Quiet Passion,92,48,77,"['Biography', 'History', 'Drama']",PG-13,2h 5m,2016,"['Cynthia Nixon', 'Jennifer Ehle', 'Keith Carradine', 'Catherine Bailey', 'Jodhi May']",['Terence Davies']
Laura Smiles,47,54,49,['Drama'],R,1h 38m,2005,"['Petra Wright', 'Kip Pardue', 'Jonathan Silverman', 'Mark Derwin', 'Ted Hartley']",['1173683 Jason Ruscio']
U.N. Me,55,94,68,['Documentary'],PG-13,1h 30m,2009,"['Matthew Groff', 'Ami Horowitz', 'Matthew Groff', 'Ami Horowitz', 'Matthew Groff']","['Matthew Groff', 'Ami Horowitz']"
