Name,2PRACE,Hispanic,API,Black,AIAN,White
Ben Feldman,0.0002567090480189,0.0026779989602506,0.0017662827205523,0.0010789236790234,0.0001567218386006,0.994063363753554
Andrew Barth Feldman,0.0002485447137325,0.003958866872424,0.0018484004895149,0.0009973462667239,0.0001409883850469,0.9928058532725574
Jena Malone,0.0005565935450684,0.0036265305760854,0.0020841887194309,0.071922551106301,0.0014932976256676,0.9203168384274464
Cooper Koch,0.0002144615881975,0.0010107334847468,0.0009808804666136,0.0004803763671259,0.0005050499855922,0.9968084981077238
Jose Colon,6.20681136495432e-05,0.9892866760532444,0.0006138755777686,0.0004088587163104,0.0001098274686289,0.0095186940703977
Mark Patton,0.0005273547747671,0.0035274936577368,0.0018502250724298,0.0509715654330563,0.0016806192633203,0.9414427417986896
Carter Smith,0.0004982527349096,0.0014765606630342,0.0012605695338174,0.0687160086171851,0.0022242234182972,0.925824385032756
Jon Michael Simpson,0.0005234353457988,0.0028068256070965,0.0017362796914697,0.0557908659038994,0.0018300886824172,0.9373125047693182
Jeff McQuitty,0.0002838104888039,0.0012906506743947,0.0005684937975675,0.016367182305003,0.0003493405696289,0.9811405221646016
Olivia Ducayen,0.0005800607657324,0.0653304734058993,0.0187206821066659,0.0389708725497133,0.0018272486074432,0.8745706625645455
Paige Evans,0.0004682168410189,0.001575188626727,0.0005556354140288,0.0712739747567741,0.0015326642623898,0.9245943200990612
Dave Peniuk,0.0001474928061694,0.005311632201383,0.0034836310506269,0.0093586966636204,0.0004884491445841,0.981210098133616
John Boyega,0.0005674616015751,0.026951051086691,0.0178656424369279,0.0373417136779314,0.0017565228754509,0.9155176083214236
Jamie Foxx,0.0008768652659764,0.0022719674542672,0.0015698811563444,0.1805293129889657,0.004959394198303,0.809792578936143
Teyonah Parris,0.001445806847952,0.0117868946857917,0.0045924556416583,0.0805816557888581,0.002974312688774,0.8986188743469655
Kiefer Sutherland,0.0005617804581226,0.0048392090988166,0.0027886767134945,0.0208988457778272,0.0019644342585512,0.9689470536931876
David Alan Grier,0.0008264534301564,0.005102988756832,0.0023333714814533,0.2352164237354036,0.0007588245928199,0.7557619380033346
Taron Egerton,0.0006470267402839,0.0007728114858445,0.0002730330600125,0.1128613968729577,0.0006566813566546,0.8847890504842465
Nikita Efremov,3.0559338572582015e-05,0.0004292269276431,0.0024540257065759,0.0011541028202473,4.379344569158684e-05,0.9958882917612696
Toby Jones,0.0006785635677478,0.0028240852079599,0.001597212452005,0.1327739110054245,0.0030332407902177,0.8590929869766447
Sofya Lebedeva,5.9187072868104e-08,0.0012772418433673,0.0001898044736435,2.326051963716487e-06,1.18374145736208e-07,0.9985304500698068
Ben Miles,0.0006675470721903,0.0032492815554064,0.0027100664142682,0.0983518110506109,0.0021345889087337,0.8928867049987902
Alexander Skarsgård,0.0002410015408617,0.0437949113168282,0.011068753956782,0.0123407043366881,0.0006512585084416,0.931903370340398
Mia Goth,0.0003709693191272,0.0028124731316863,0.0063229808313354,0.001864638928953,0.0011409830482287,0.9874879547406692
Cleopatra Coleman,0.0011412200885301,0.0046482561504681,0.0017794651306103,0.2665603129116203,0.0018069671910876,0.7240637785276834
Thomas Kretschmann,3.249805243257164e-05,0.0009518565436438,0.0020700256186736,0.0011327181819537,0.0001805857720596,0.9956323158312366
Amanda Brugel,0.0001480419802384,0.0111468655525979,0.002504902452656,0.0177712779644291,0.0005061514143343,0.967922760635744
Dionne Warwick,0.0005451185575797,0.0021112579494353,0.0008725653258188,0.0123306447273175,0.0013833481590485,0.9827570652808
Burt Bacharach,5.682335257140132e-05,0.0037016702980104,0.0004172592643489,0.0009900221654752,0.0001309947219395,0.9947032301976544
Clive Davis,0.0008541939717721,0.0016647275021264,0.0022987699305756,0.1477318123123178,0.0021642301945925,0.8452862660886153
Elton John,0.0021526349786554,0.0071257691254647,0.176430550355955,0.1015001363385349,0.0663916285547341,0.6463992806466556
Gladys Knight,0.0009765225826741,0.0275191524550926,0.0051067015708435,0.0994769475372231,0.0024950701886086,0.8644256056655578
Stephen Dorff,0.0002516539678855,0.001428531256462,0.0036197563675187,0.0013765260668464,0.0006866141924613,0.992636918148826
Emile Hirsch,0.0004047828045139,0.0037350364746916,0.0025865476765225,0.0027800538217656,0.0003705902198678,0.9901229890026384
Gigi Zumbado,0.0001582076501622,0.6813684218601594,0.0191388312068117,0.0052626007265432,0.0005223460999828,0.2935495924563405
Tyler Sanders,0.000529248742217,0.0017463796793942,0.0006627273397564,0.0994329755971555,0.0020722911054752,0.8955563775360014
Erika Ervin,0.0008590799565307,0.0265356983472051,0.002613393596697,0.1152150217039909,0.0020038065320893,0.8527729998634869
Sophie Skelton,0.0005069630876536,0.0026293568523212,0.0054608458423201,0.0137979257180037,0.0010760483080474,0.9765288601916536
Stuart Brennan,0.0002161178760692,0.0008639406849203,0.0010759205023079,0.0015140296471747,0.0005267848905229,0.9958032063990048
"Bret ""The Hitman"" Hart",0.0003511075565321,0.0011507456734431,0.0005631706675579,0.0283342735495767,0.0013566376408267,0.9682440649120632
Steve Johnson,0.0006104696279185,0.0023956327717575,0.0016276031080118,0.0989788746879978,0.002176548619372,0.8942108711849421
Chris Watt,0.0005176623838024,0.0033790617180849,0.0032381852046051,0.0351647025560632,0.0020863248629666,0.9556140632744774
Neville Brothers,0.0007495787053693,0.0019090723279561,0.0019681718548844,0.0661822433575743,0.0019259512292305,0.927264982524985
Irma Thomas,0.0015499684417952,0.0765087462605197,0.0210702640862081,0.1218876290966342,0.0047824529141086,0.7742009392007339
Ledisi,0.0003567246315733,0.0188707330102323,0.0171176253797529,0.5007665961511375,0.0007134492631467,0.4621748715641571
Snoop Dogg,1.4083311554264064e-05,0.0086552480958716,0.0049046059989954,0.0683144896764761,5.151890293377602e-05,0.9180600540141688
G-Eazy,0.0005070870803242,0.0663421503110992,0.0383021392869073,0.057086943431193,0.0010141741606485,0.8367475057298276
Lachlan Watson,0.0005792697086031,0.0011899012799901,0.0014964666743268,0.0880042365054975,0.0028238766890593,0.905906249142523
Michele Hicks,0.0004981918179633,0.0024292296977083,0.0007813566421675,0.0690651800731545,0.0018871965100186,0.9253388452589876
Shunori Ramanathan,0.0011428457050804,0.0011210673002261,0.9721757107761336,0.0008483467549637,0.0004215345768118,0.0242904948867841
Brendan Meyer,0.0002402170093452,0.0011375250977455,0.0011931717686705,0.0007716859997477,0.0003536109184633,0.9963037892060276
Nick Sandow,0.0001973060705786,0.0036380891449921,0.0104608453764322,0.0016266350568139,0.0025184747444483,0.9815586496067346
Clayne Crawford,0.0005518674450184,0.0047833162561516,0.0011859094022152,0.0673235888694526,0.0013386598419309,0.924816658185231
Jordana Brewster,0.0007137869278195,0.0072285199367222,0.0013742899840885,0.047084068158749,0.0020033978363658,0.9415959371562548
Michael Raymond-James,0.0005388088631042,0.0303981216567901,0.0147480480078976,0.0368597961062131,0.001635658607071,0.9158195667589236
Jeffrey Dean Morgan,0.0005182959961118,0.0038687881457594,0.0025758483380399,0.0426958643308489,0.0023246609874032,0.9480165422018366
Colt Crawford,0.0004678497237724,0.0011468352167826,0.0005241760014257,0.0716024914248584,0.0015652065866918,0.9246934410464688
Bob Odenkirk,0.0001655751240489,0.0051619043549607,0.0042037814529177,0.0276834175214714,0.0007743341449327,0.9620109874016683
Danny Huston,0.0005500768151165,0.0084546725433777,0.0037043976631938,0.0217654392030117,0.0013316441426427,0.9641937696326576
Radha Mitchell,0.012458921516284,0.0041183323828704,0.1413750818553008,0.084930946014782,0.0080868687698023,0.7490298494609604
Rosie Fellner,0.0007671321778426,0.0232292226352521,0.010369470708022,0.0009235294443516,0.0005386983413165,0.9641719466932148
Cyrus Pahlavi,0.0004499982547019,0.0209139408414511,0.0217901644287414,0.0174646102281127,0.0009375817028686,0.938443704544124
Channing Tatum,0.0006356238408705,0.0022923747991568,0.0013048711488956,0.1711987678015354,0.002236701982034,0.8223316604275075
Salma Hayek,0.0100975162604488,0.0147347636949925,0.0238267045093008,0.0014491075711966,0.0010638241942531,0.948828083769808
Caitlin Gerard,0.0004712531523111,0.0024178995697477,0.0014428301523876,0.0144314696743344,0.0007441763618886,0.9804923710893302
Gavin Spokes,0.0017703253100597,0.0021173520927558,0.0052300936186882,0.016797868715774,0.0003608326287155,0.9737235276340066
Ayub Khan-Din,0.0084896721421306,0.0179156743609785,0.3497856015450716,0.0672143124594193,0.0026433762770706,0.5539513632153291
Casper Van Dien,0.0010812268577537,0.0017657440690352,0.3886740053156927,0.0066592403071086,0.0044154665386923,0.5974043169117174
Elyse Dinh,0.0016186446299498,0.0036275636345676,0.904790750004226,0.0008134916341938,0.0006603942166982,0.0884891558803645
Vivien Ngô,1.4762507668633037e-06,8.203143585709042e-05,0.9821985016519276,4.61975337823016e-05,2.992081613422996e-06,0.0176688010460529
Ian Alexander,0.0008655046367288,0.0064819760565687,0.0070763806061614,0.1081860706514251,0.0018857194839985,0.8755043485651173
Megan Le,0.0026629201132805,0.0032909306330124,0.882324602750583,0.0033125267327995,0.0002792976467072,0.1081297221236172
Olivia Colman,0.0006475358490802,0.0282968668347285,0.0034254309753006,0.0777858391987983,0.001305731675555,0.8885385954665371
Micheal Ward,0.0006317311072656,0.0027177087860365,0.0013838420199039,0.0841477324855536,0.002711817269081,0.9084071683321592
Colin Firth,0.0002976595401043,0.0005484317271408,0.0027827063353838,0.0009983867157094,0.0004905519245278,0.9948822637571336
Crystal Clarke,0.0008239578099656,0.0124680967071835,0.0018550238471589,0.1118964285365334,0.0011436595611427,0.8718128335380156
Stephen Moyer,0.0002614554992657,0.0011805652169202,0.0013744708936508,0.0059543260145413,0.0006088901326348,0.9906202922429868
Colm Meaney,7.667301769014141e-05,0.0005473781059023,0.0005722728060441,0.0002736383649377,0.0002328175750217,0.9982972201304038
Clare-Hope Ashitey,1.6099946019719324e-05,0.0008516871444431,0.0007325475438972,0.3948376829593147,3.219989203943865e-05,0.6035297825142856
Kris Johnson,0.00070067611021,0.0034263295615067,0.0025717290574881,0.095349685617164,0.0023934067407188,0.895558172912912
Sadie Jean Shirley,0.0004530291197117,0.0028638849091702,0.0009295787641488,0.0251474647019686,0.0082752040117068,0.9623308384932936
Adam Pally,2.082725113194686e-05,0.0039704924322953,0.0191269931573029,0.1971302522729687,5.550089236311472e-05,0.7796959339939379
Reid Scott,0.0006246438146505,0.0016375973824715,0.0013560575183111,0.0974694525371819,0.0026490134311999,0.896263235316185
Rhys Coiro,0.0004406473743911,0.0039511653195863,0.0007724086235814,0.0009142350340888,8.880951670865578e-05,0.9938327341316436
Peter Grosz,0.0003634735119988,0.0026338096209834,0.0025268551892294,0.0006618472671033,0.0006072108875907,0.9932068035230942
Bruce Willis,0.0005549906089082,0.0012000439315027,0.0014888660238682,0.091116910821826,0.0026593031750904,0.902979885438804
Lochlyn Munro,0.0004202454794358,0.0068533665751911,0.0087826717119976,0.0104149257966355,0.0009470472879097,0.97258174314883
Willow Shields,0.0004775278067531,0.0020167433424211,0.0015595765357834,0.0486703080494884,0.0036747271538939,0.94360111711166
Jack Kilmer,0.0002869107403,0.0014168256286873,0.0023339318686286,0.0008342565188532,0.0007133219246346,0.994414753318896
Alvaro Calderón,3.234507275405981e-07,0.9940805070391476,9.27911777413385e-06,4.800624173058991e-06,9.866505670062754e-07,0.0059041031176106
Kevin Hart,0.0004632608873177,0.0032985761348123,0.0031609300344921,0.0350472280096468,0.0014942654457058,0.9565357394880252
John Travolta,6.96523956004183e-06,0.0106776684180772,0.0171278658180364,0.0508514684200449,2.1560229954324053e-05,0.9213144718743272
Nathalie Emmanuel,0.0092172250053066,0.1157873216251738,0.1606046305542118,0.3122171463202478,0.0035307571664977,0.3986429193285621
Josh Hartnett,0.00027756567667,0.0030331842396203,0.0006538246336671,0.0019012100150775,0.000437815837696,0.9936963995972689
Jean Reno,0.0005435279547743,0.0051120553356596,0.0034425014989121,0.0087491103455183,0.0018910589638619,0.9802617459012736
Julia Mayorga,0.0003460070709598,0.8335509604392909,0.0051681389070411,0.0009136812536603,0.0007258772424878,0.1592953350865599
Katie Holmes,0.0005385557820258,0.0019413348239424,0.0008472991106077,0.1023371923253233,0.0016606589890494,0.8926749589690511
Alan Cumming,0.0003370770089611,0.0042850863037821,0.0042252499334615,0.0180839227475025,0.0016353827921311,0.9714332812141612
Derek Luke,0.000647248071251,0.002817650199368,0.0219770211606861,0.0409590019338454,0.0024332420285738,0.9311658366062754
Saundra Santiago,0.0012859769741415,0.5802585632381922,0.0244420962536852,0.0306751608434404,0.0022454166836445,0.3610927860068959
Nicolas Cage,0.0018644204099895,0.0353407232172122,0.004778972255505,0.2128334569954941,0.0023118320487057,0.7428705950730934
Ryan Kiera Armstrong,0.0005175839801838,0.0030282965875152,0.0021379506595743,0.0500607877332843,0.001876757318062,0.94237862372138
Clint Howard,0.0005521081231663,0.0016680588602136,0.0008157212237208,0.0924828551641605,0.0021166621645957,0.9023645944641429
Abraham Benrubi,0.0005043407560052,0.1538631485240381,0.0201040462342741,0.0264985070508158,0.0011204239534484,0.7979095334814182
Nick Searcy,0.0004767747973846,0.0046747060294337,0.0017272802780348,0.0662298829153268,0.0006572568233532,0.9262340991564666
Malin Akerman,0.0005758070089617,0.0039667843241661,0.0013371918064661,0.0002276444769711,0.0052046852556925,0.9886878871277422
Rob Corddry,0.0001400644511024,0.0055034100028756,0.0024749262295958,0.0096780334314773,0.0005012735393733,0.9817022923455756
Jerry O'Connell,1.750275862211188e-06,0.000381273926134,0.0004412996426376,0.0146177806321982,6.001755538411968e-06,0.9845518937676294
Erinn Hayes,0.0004966939992108,0.0021512286720945,0.0007724059069878,0.0748833973410694,0.0018467017871492,0.919849572293488
Ryan Hansen,0.0003233535629333,0.0023031073595739,0.0022546612689631,0.0008166622292117,0.0008836278997592,0.9934185876795586
Olivia Luccardi,0.0002072635178255,0.0451752305084555,0.0066891516522795,0.0139248172166691,0.0006529005178316,0.9333506365869384
William Baldwin,0.0004175949612812,0.002404090492884,0.0013397819083699,0.0483715835037452,0.0018728827906788,0.9455940663430408
Sam Quartin,0.0003263717382139,0.0218468733322772,0.0151802623156385,0.032703984158542,0.0007672070726357,0.9291753013826924
Owen Campbell,0.0005529343540181,0.0023616321165383,0.0023433464322324,0.0580755697651068,0.0016077270653664,0.935058790266738
Virginia Rand,0.0004527697153159,0.011656868624465,0.0031976760897927,0.0310652610356553,0.0007962185442332,0.9528312059905376
Naomi Krauss,0.0003697796018174,0.0079148035089947,0.0028368515612298,0.0006409927350259,0.0004144817477184,0.9878230908452136
Goran Bogdan,2.349476654276785e-07,0.0001151447929078,6.921723501516466e-05,2.492928174406988e-07,1.664765059679534e-07,0.999814987255088
Adnan Maral,9.33278596460694e-05,0.0050658989613038,0.1957600593043707,0.0004784452901472,2.624437239642172e-05,0.7985760242121356
Artjom Gilz,2.782689270671024e-06,0.0001968253096349,0.0002222622481537,0.0003384199605176,5.565378541342047e-06,0.9992341444138816
