name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
"Money, Fascism, and Some Sort of Acid",100,100,99,"['Drama', 'History', 'War']",,46m,2020,"['Alexey Diakov', 'Steven Molony', 'Joe Riitano', 'Janek Ambros', 'Janek Ambros']",['Janek Ambros']
Paws of Fury: The Legend of Hank,54,67,58,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 37m,2022,"['Michael Cera', 'Samuel L. Jackson', 'Ricky Gervais', 'Mel Brooks', 'George Takei']","['Mark Koetsier', 'Chris Bailey 3', 'Rob Minkoff']"
The Fluffy Movie,53,77,60,['Comedy'],PG-13,1h 41m,2014,"['Gabriel ""Fluffy"" Iglesias', 'Manny Rodriguez', 'Mike Karz', 'William Bindley', 'Gabriel ""Fluffy"" Iglesias']",['Manny Rodriguez']
Electric Slide,14,26,18,"['Drama', 'Crime', 'Action']",R,1h 35m,2014,"['Jim Sturgess', 'Isabel Lucas', 'Patricia Arquette', 'Chloë Sevigny', 'Christopher Lambert']",['Tristan Patterson']
Fantastic Four,9,18,12,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",PG-13,1h 40m,2015,"['Miles Teller', 'Michael B. Jordan', 'Kate Mara', 'Jamie Bell', 'Toby Kebbell']",['Josh Trank 2']
The Devil and Miss Jones,90,79,86,['Comedy'],,1h 32m,1941,"['Jean Arthur', 'Bob Cummings', 'Charles Coburn', 'Edmund Gwenn', 'Spring Byington']",['Sam Wood']
Ground Control,40,34,38,['Drama'],PG-13,1h 38m,1998,"['Kiefer Sutherland', 'Robert Sean Leonard', 'Kelly McGillis', 'Michael Gross', 'Margaret Cho']",['Richard Howard 3']
Brand: A Second Coming,73,75,73,['Documentary'],R,1h 45m,2015,"['Russell Brand', 'Ondi Timoner', 'Ondi Timoner', 'Ondi Timoner', 'Svetlana Cvetko']",['Ondi Timoner']
Stay the Night,87,70,81,"['Romance', 'Drama']",,1h 34m,2022,"['Andrea Bang', 'Joe Scarpellino', 'Humberly González', 'Raymond Ablack', 'Graham Abbey']",['Renuka Jeyapalan']
Black Box,94,78,88,['Mystery & Thriller'],,2h 9m,2021,"['Pierre Niney', 'Lou de Laâge', 'André Dussollier', 'Sébastien Pouderoux', 'Olivier Rabourdin']",['Yann Gozlan']
Song One,33,29,31,"['Romance', 'Musical']",PG-13,1h 28m,2014,"['Anne Hathaway', 'Johnny Flynn', 'Mary Steenburgen', 'Ben Rosenfield', 'Lola Kirke']",['Kate Barker Froyland']
The Boy Who Smells Like Fish,40,52,44,"['Comedy', 'Drama']",,1h 31m,2013,"['Douglas Smith', 'Zoë Kravitz', 'Ariadna Gil', 'Don McKellar', 'Carrie-Anne Moss']",['Analeine Cal Y Mayor']
Salvador Allende,85,84,84,['Documentary'],,1h 44m,2004,"['Patricio Guzmán', 'Patricio Guzmán']",['Patricio Guzman']
Earth to Echo,50,47,48,"['Kids & Family', 'Sci-Fi', 'Adventure', 'Drama']",PG,1h 29m,2014,"['Astro', 'Teo Halm', 'Reese Hartwig', 'Ella Wahlestedt', 'Jason Gray-Stanford']",['Dave Green']
American Heist,13,19,15,"['Crime', 'Drama', 'Action']",R,1h 30m,2014,"['Hayden Christensen', 'Adrien Brody', 'Jordana Brewster', 'Tory Kittles', 'Akon']",['Sarik Andreasyan']
Exterior Night,86,88,86,"['Biography', 'Drama']",,2h 40m,2022,"['Margherita Buy', 'Toni Servillo', 'Fausto Russo Alesi', 'Federico Torre', 'Bebo Storti']",['Marco Bellocchio']
Diary of a Chambermaid,66,26,52,"['History', 'Drama']",,1h 36m,2015,"['Léa Seydoux', 'Vincent Lindon', 'Clotilde Mollet', 'Hervé Pierre', 'Mélodie Valemberg']",['Benoit Jacquot']
Aftermath,40,25,35,"['Mystery & Thriller', 'Drama']",R,1h 32m,2017,"['Arnold Schwarzenegger', 'Scoot McNairy', 'Maggie Grace', 'Judah Nelson', 'Larry Sullivan']",['Elliott Lester']
Cymbeline,32,16,26,['Drama'],R,1h 25m,2014,"['Ethan Hawke', 'Ed Harris', 'Milla Jovovich', 'John Leguizamo', 'Penn Badgley']",['Michael Almereyda']
Wigstock: The Movie,80,71,77,['Documentary'],R,1h 20m,1995,"['Barry Shils', 'Dean Silver', 'Marlen Hecht', 'Dean Silvers']",['Barry Shils']
White Man's Burden,24,36,28,['Drama'],R,1h 29m,1995,"['John Travolta', 'Harry Belafonte', 'Kelly Lynch', 'Margaret Avery', 'Tom Bower']",['Desmond Nakano']
