name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Yoga Hosers,26,35,29,"['Comedy', 'Horror']",PG-13,1h 28m,2016,"['Lily-Rose Depp', 'Harley Quinn Smith', 'Justin Long', 'Austin Butler', 'Adam Brody']",['Kevin Smith']
Tales From the Organ Trade,60,62,60,['Documentary'],,1h 22m,2013,"['David Cronenberg', 'Ric Esther Bienstock', 'Ric Esther Bienstock', 'Ric Esther Bienstock', 'Felix Golubev']",['Ric Esther Bienstock']
Lenny Cooke,78,67,74,"['Documentary', 'Biography', 'Drama']",,1h 30m,2013,"['Lenny Cooke', 'Carmelo Anthony', ""Amar'e Stoudemire"", 'Harvey Araton', 'Joakim Noah']","['Benny Safdie', 'Josh Safdie']"
The Night Visitor,13,50,25,['Mystery & Thriller'],PG,1h 42m,1970,"['Max von Sydow', 'Liv Ullmann', 'Trevor Howard', 'Per Oscarsson', 'Rupert Davies']",['Laslo Benedek']
Maximum Risk,32,34,32,['Action'],R,1h 40m,1996,"['Jean-Claude Van Damme', 'Natasha Henstridge', 'Zach Grenier', 'Jean-Hugues Anglade', 'Paul Ben-Victor']",['Ringo Lam']
The Purge: Election Year,55,48,52,"['Action', 'Mystery & Thriller', 'Horror']",R,1h 49m,2016,"['Frank Grillo', 'Elizabeth Mitchell', 'Mykelti Williamson', 'J.J. Soria', 'Betty Gabriel']",['James Demonaco']
In the Dark Half,67,26,53,"['Drama', 'Mystery & Thriller']",,1h 25m,2012,"['Jessica Barden', 'Simon Armstrong', 'Georgia Henshaw', 'Tim Lewis', 'Tony Curran']",['Alastair Siddons']
American Night,20,88,42,"['Action', 'Mystery & Thriller']",R,2h 4m,2021,"['Emile Hirsch', 'Jonathan Rhys-Meyers', 'Paz Vega', 'Michael Madsen', 'Jeremy Piven']",['Alessio Della Valle']
I Am Here,13,21,15,['Drama'],,1h 37m,2014,"['Kim Basinger', 'Jordan Prentice', 'Sebastian Schipper', 'Peter Stormare', 'Robert Hunger-Bühler']",['1176472 Anders Morgenthaler']
Bones and All,82,62,75,"['Mystery & Thriller', 'Romance', 'Drama']",R,2h 10m,2022,"['Taylor Russell', 'Timothée Chalamet', 'Michael Stuhlbarg', 'André Holland', 'Chloë Sevigny']",['763949215']
EVANGELION:3.0+1.01 Thrice Upon a Time,100,92,97,"['Sci-Fi', 'Action', 'Anime', 'Drama']",,2h 34m,2021,"['Megumi Ogata', 'Kotono Mitsuishi', 'Yuko Miyamura', 'Akira Ishida', 'Fumihiko Tachiki']","['Hideaki Anno', 'Mahiro Maeda', 'Katsuichi Nakayama', 'Kazuya Tsurumaki']"
Refuge,33,49,38,['Drama'],,1h 24m,2012,"['Krysten Ritter', 'Brian Geraghty', 'Logan Huffman', 'Madeleine Martin', 'Juliet Garrett']",['Jessica Goldberg']
My Last Five Girlfriends,32,40,34,"['Romance', 'Comedy']",,1h 27m,2009,"['Brendan Patricks', 'Naomie Harris', 'Kelly Adams', 'Cécile Cassel', 'Jane March']",['Julian Kemp']
A Nightmare on Elm Street 3: Dream Warriors,68,68,68,['Horror'],R,1h 35m,1987,"['Heather Langenkamp', 'Patricia Arquette', 'Craig Wasson', 'Laurence Fishburne', 'Priscilla Pointer']",['Chuck Russell']
Destroyer,74,50,66,"['Crime', 'Drama', 'Mystery & Thriller', 'Action']",R,2h 3m,2018,"['Nicole Kidman', 'Toby Kebbell', 'Tatiana Maslany', 'Sebastian Stan', 'Scoot McNairy']",['Karyn Kusama']
Dylan Dog: Dead of Night,4,29,12,"['Horror', 'Comedy', 'Mystery & Thriller']",PG-13,1h 47m,2011,"['Brandon Routh', 'Sam Huntington', 'Anita Briem', 'Peter Stormare', 'Taye Diggs']",['Kevin Munroe']
Cronies,67,17,50,"['Comedy', 'Drama']",,1h 24m,2015,"['George Sample III', 'Zurich Buckner', 'Brian Kowalski', 'Landra Taylor', 'Samiyah Womack']",['Michael Larnell 2']
Angel Heart,82,81,81,"['Mystery & Thriller', 'Horror']",R,1h 53m,1987,"['Mickey Rourke', 'Robert De Niro', 'Lisa Bonet', 'Charlotte Rampling', 'Stocker Fontelieu']",['1042742 Alan Parker']
