Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2003,51,Paycheck,"$117,248,958","$53,790,451",45.9%,"$63,458,507",54.1%
2003,52,Freddy vs. Jason,"$116,632,628","$82,622,655",70.8%,"$34,009,973",29.2%
2003,53,The Texas Chainsaw Massacre,"$107,071,655","$80,571,655",75.3%,"$26,500,000",24.7%
2003,54,Just Married,"$101,564,935","$56,127,162",55.3%,"$45,437,773",44.7%
2003,55,The Recruit,"$101,191,884","$52,802,140",52.2%,"$48,389,744",47.8%
2003,56,Once Upon a Time in Mexico,"$98,096,026","$56,359,780",57.5%,"$41,736,246",42.5%
2003,57,Phone Booth,"$97,837,138","$46,566,212",47.6%,"$51,270,926",52.4%
2003,58,Underworld,"$95,708,457","$51,970,690",54.3%,"$43,737,767",45.7%
2003,59,Calendar Girls,"$93,400,759","$31,041,759",33.2%,"$62,359,000",66.8%
2003,60,Final Destination 2,"$90,941,129","$46,961,214",51.6%,"$43,979,915",48.4%
2003,61,Identity,"$90,259,536","$52,159,536",57.8%,"$38,100,000",42.2%
2003,62,Kangaroo Jack,"$88,929,111","$66,934,963",75.3%,"$21,994,148",24.7%
2003,63,Shanghai Knights,"$88,323,487","$60,476,872",68.5%,"$27,846,615",31.5%
2003,64,Old School,"$87,135,520","$75,585,093",86.7%,"$11,550,427",13.3%
2003,65,Tears of the Sun,"$86,468,162","$43,734,876",50.6%,"$42,733,286",49.4%
2003,66,Sinbad: Legend of the Seven Seas,"$80,773,077","$26,483,452",32.8%,"$54,289,625",67.2%
2003,67,The Rundown,"$80,657,921","$47,726,342",59.2%,"$32,931,579",40.8%
2003,68,Runaway Jury,"$80,154,140","$49,443,628",61.7%,"$30,710,512",38.3%
2003,69,Good Bye Lenin!,"$79,316,957","$4,064,200",5.1%,"$75,252,757",94.9%
2003,70,Bad Santa,"$76,488,889","$60,060,328",78.5%,"$16,428,561",21.5%
2003,71,Dreamcatcher,"$75,715,436","$33,715,436",44.5%,"$42,000,000",55.5%
2003,72,The Core,"$73,498,611","$31,186,896",42.4%,"$42,311,715",57.6%
2003,73,Holes,"$71,406,573","$67,406,573",94.4%,"$4,000,000",5.6%
2003,74,Looney Tunes: Back in Action,"$68,514,844","$20,991,364",30.6%,"$47,523,480",69.4%
2003,75,Open Range,"$68,296,293","$58,331,254",85.4%,"$9,965,039",14.6%
2003,76,Stuck on You,"$65,784,503","$33,832,741",51.4%,"$31,951,762",48.6%
2003,77,Matchstick Men,"$65,565,672","$36,906,460",56.3%,"$28,659,212",43.7%
2003,78,Taxi 3,"$65,497,208","$497,208",0.8%,"$65,000,000",99.2%
2003,79,Jeepers Creepers 2,"$63,102,666","$35,667,218",56.5%,"$27,435,448",43.5%
2003,80,Piglet's Big Movie,"$62,870,546","$23,103,423",36.7%,"$39,767,123",63.3%
2003,81,Honey,"$62,228,395","$30,308,417",48.7%,"$31,919,978",51.3%
2003,82,21 Grams,"$60,427,839","$16,290,476",27%,"$44,137,363",73%
2003,83,Under the Tuscan Sun,"$58,878,723","$43,610,723",74.1%,"$15,268,000",25.9%
2003,84,Agent Cody Banks,"$58,795,814","$47,938,330",81.5%,"$10,857,484",18.5%
2003,85,Monster,"$58,469,210","$34,469,210",59%,"$24,000,000",41%
2003,86,Cradle 2 the Grave,"$56,489,558","$34,712,347",61.4%,"$21,777,211",38.6%
2003,87,The Lizzie McGuire Movie,"$55,534,455","$42,734,455",77%,"$12,800,000",23%
2003,88,Out of Time,"$55,495,563","$41,088,845",74%,"$14,406,718",26%
2003,89,Rugrats Go Wild,"$55,250,496","$39,402,572",71.3%,"$15,847,924",28.7%
2003,90,Radio,"$53,293,628","$52,333,738",98.2%,"$959,890",1.8%
2003,91,Hollywood Homicide,"$51,142,659","$30,940,691",60.5%,"$20,201,968",39.5%
2003,92,What a Girl Wants,"$50,732,139","$36,105,433",71.2%,"$14,626,706",28.8%
2003,93,The Jungle Book 2 2003 Re-release,"$50,600,160",-,-,"$50,600,160",100%
2003,94,National Security,"$50,097,949","$36,381,186",72.6%,"$13,716,763",27.4%
2003,95,Secondhand Lions,"$48,249,017","$42,070,939",87.2%,"$6,178,078",12.8%
2003,96,Darkness Falls,"$47,488,536","$32,551,396",68.5%,"$14,937,140",31.5%
2003,97,Torque,"$46,546,197","$21,215,059",45.6%,"$25,331,138",54.4%
2003,98,The Hunted,"$46,061,847","$34,244,097",74.3%,"$11,817,750",25.7%
2003,99,Good Boy,"$45,312,217","$37,667,746",83.1%,"$7,644,471",16.9%
2003,100,Uptown Girls,"$44,617,342","$37,182,494",83.3%,"$7,434,848",16.7%
2003,101,A Man Apart,"$44,350,926","$26,736,098",60.3%,"$17,614,828",39.7%
2003,102,Timeline,"$43,935,763","$19,481,943",44.3%,"$24,453,820",55.7%
2003,103,Basic,"$42,792,561","$26,793,311",62.6%,"$15,999,250",37.4%
2003,104,Whale Rider,"$41,062,976","$20,779,666",50.6%,"$20,283,310",49.4%
2003,105,Down with Love,"$39,468,111","$20,305,251",51.4%,"$19,162,860",48.6%
2003,106,Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515","$26,276,465",66.9%,"$12,991,050",33.1%
2003,107,The Life of David Gale,"$38,955,598","$19,955,598",51.2%,"$19,000,000",48.8%
2003,108,Head of State,"$38,620,484","$38,125,247",98.7%,"$495,237",1.3%
2003,109,The Missing,"$38,364,277","$27,011,180",70.4%,"$11,353,097",29.6%
2003,110,Bulletproof Monk,"$37,713,879","$23,358,708",61.9%,"$14,355,171",38.1%
2003,111,Malibu's Most Wanted,"$34,622,504","$34,432,201",99.5%,"$190,303",0.5%
2003,112,The Medallion,"$34,268,701","$22,219,192",64.8%,"$12,049,509",35.2%
2003,113,The Fighting Temptations,"$33,972,062","$30,250,745",89%,"$3,721,317",11%
2003,114,Pokémon: Jirachi - Wish Maker,"$33,393,751",-,-,"$33,393,751",100%
2003,115,Girl with a Pearl Earring,"$33,030,115","$11,670,971",35.3%,"$21,359,144",64.7%
2003,116,Suddenly Paradise,"$31,679,869",-,-,"$31,679,869",100%
2003,117,The Blind Swordsman: Zatoichi,"$31,167,430",-,-,"$31,167,430",100%
2003,118,Cabin Fever,"$30,553,394","$21,158,188",69.2%,"$9,395,206",30.8%
2003,119,Laws of Attraction,"$30,031,874","$17,871,255",59.5%,"$12,160,619",40.5%
2003,120,Luther,"$29,413,900","$5,791,328",19.7%,"$23,622,572",80.3%
2003,121,Bugs!,"$29,388,999","$19,063,544",64.9%,"$10,325,455",35.1%
2003,122,Cold Creek Manor,"$29,119,434","$21,386,011",73.4%,"$7,733,423",26.6%
2003,123,Wrong Turn,"$28,650,575","$15,418,790",53.8%,"$13,231,785",46.2%
2003,124,Ruby & Quentin,"$27,720,972","$312,824",1.1%,"$27,408,148",98.9%
2003,125,The In-Laws,"$26,891,849","$20,453,431",76.1%,"$6,438,418",23.9%
2003,126,In America,"$25,382,911","$15,539,656",61.2%,"$9,843,255",38.8%
2003,127,The Miracle of Bern,"$24,816,394",-,-,"$24,816,394",100%
2003,128,Detective Conan: Crossroad in the Ancient Capital,"$24,342,320",-,-,"$24,342,320",100%
2003,129,Mortadelo & Filemon: The Big Adventure,"$23,920,411",-,-,"$23,920,411",100%
2003,130,Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671",95.7%,"$1,030,834",4.3%
2003,131,In the Cut,"$23,726,793","$4,750,602",20%,"$18,976,191",80%
2003,132,Biker Boyz,"$23,510,621","$22,076,772",93.9%,"$1,433,849",6.1%
2003,133,Yomigaeri,"$23,259,542",-,-,"$23,259,542",100%
2003,134,Confidence,"$23,014,206","$12,251,640",53.2%,"$10,762,566",46.8%
2003,135,The Human Stain,"$22,954,068","$5,381,908",23.4%,"$17,572,160",76.6%
2003,136,Swimming Pool,"$22,441,497","$10,130,108",45.1%,"$12,311,389",54.9%
2003,137,Chouchou,"$22,288,364",-,-,"$22,288,364",100%
2003,138,Ghosts of the Abyss,"$22,141,539","$17,040,871",77%,"$5,100,668",23%
2003,139,Love Don't Cost a Thing,"$21,964,072","$21,924,226",99.8%,"$39,846",0.2%
2003,140,The Barbarian Invasions 2003 Re-release,"$21,815,430","$3,435,749",15.7%,"$18,379,681",84.3%
2003,141,Doraemon: Nobita and the Wind Wizard,"$20,428,491",-,-,"$20,428,491",100%
2003,142,Ong-Bak: The Thai Warrior,"$20,235,426","$4,563,167",22.6%,"$15,672,259",77.4%
2003,143,View from the Top,"$19,526,014","$15,614,000",80%,"$3,912,014",20%
2003,144,Duplex,"$19,322,135","$9,692,135",50.2%,"$9,630,000",49.8%
2003,145,Deep Blue,"$19,288,261","$132,261",0.7%,"$19,156,000",99.3%
2003,146,A Mighty Wind,"$18,750,246","$17,781,006",94.8%,"$969,240",5.2%
2003,147,My Boss's Daughter,"$18,191,005","$15,550,605",85.5%,"$2,640,400",14.5%
2003,148,My Tutor Friend,"$17,896,209",-,-,"$17,896,209",100%
2003,149,The New World,"$17,823,920",-,-,"$17,823,920",100%
2003,150,Deliver Us from Eva,"$17,573,594","$17,573,594",100%,-,-
2003,151,A Guy Thing,"$17,432,163","$15,545,431",89.2%,"$1,886,732",10.8%
2003,152,Would I Lie to You? 2,"$17,317,084",-,-,"$17,317,084",100%
2003,153,House of 1000 Corpses,"$16,829,545","$12,634,962",75.1%,"$4,194,583",24.9%
2003,154,House of Sand and Fog,"$16,763,804","$13,040,288",77.8%,"$3,723,516",22.2%
2003,155,Dogville,"$16,680,836","$1,535,286",9.2%,"$15,145,550",90.8%
2003,156,Facing Windows,"$15,530,077","$543,354",3.5%,"$14,986,723",96.5%
2003,157,Zelary,"$15,461,305","$330,033",2.1%,"$15,131,272",97.9%
2003,158,Alex & Emma,"$15,368,897","$14,218,698",92.5%,"$1,150,199",7.5%
2003,159,The Dreamers,"$15,121,165","$2,532,228",16.7%,"$12,588,937",83.3%
2003,160,Oldboy,"$14,980,005","$707,481",4.7%,"$14,272,524",95.3%
2003,161,Battle Royale II,"$14,899,584",-,-,"$14,899,584",100%
2003,162,One Piece: Dead End Adventure,"$14,817,006",-,-,"$14,817,006",100%
2003,163,The Triplets of Belleville,"$14,776,760","$7,007,149",47.4%,"$7,769,611",52.6%
2003,164,Together with You,"$14,687,167","$1,151,941",7.8%,"$13,535,226",92.2%
2003,165,How to Deal,"$14,390,329","$14,195,227",98.6%,"$195,102",1.4%
2003,166,Football Days,"$14,117,202",-,-,"$14,117,202",100%
2003,167,Touching the Void,"$13,885,802","$4,593,598",33.1%,"$9,292,204",66.9%
2003,168,House of the Dead,"$13,818,181","$10,249,719",74.2%,"$3,568,462",25.8%
2003,169,Anything Else,"$13,585,075","$3,212,310",23.6%,"$10,372,765",76.4%
2003,170,Kal Ho Naa Ho,"$13,200,241","$1,991,922",15.1%,"$11,208,319",84.9%
2003,171,The Barbarian Invasions,"$13,065,317","$5,109,226",39.1%,"$7,956,091",60.9%
2003,172,Onmyoji 2,"$13,022,862",-,-,"$13,022,862",100%
2003,173,The Divorce,"$12,991,996","$9,081,057",69.9%,"$3,910,939",30.1%
2003,174,Gods and Generals,"$12,923,936","$12,882,934",99.7%,"$41,002",0.3%
2003,175,"Remember Me, My Love","$12,671,306","$227,986",1.8%,"$12,443,320",98.2%
2003,176,Chasing Papi,"$12,661,189","$6,130,049",48.4%,"$6,531,140",51.6%
2003,177,Winged Migration 2003 Re-release,"$12,634,963","$10,764,402",85.2%,"$1,870,561",14.8%
2003,178,Seducing Doctor Lewis,"$12,504,038","$9,354,342",74.8%,"$3,149,696",25.2%
2003,179,Monsieur Ibrahim,"$12,364,836","$2,823,890",22.8%,"$9,540,946",77.2%
2003,180,Koi... Mil Gaya,"$12,168,232","$671,372",5.5%,"$11,496,860",94.5%
2003,181,Dark Blue,"$12,150,301","$9,250,301",76.1%,"$2,900,000",23.9%
2003,182,Beyond Borders,"$11,705,002","$4,430,101",37.8%,"$7,274,901",62.2%
2003,183,The Dope,"$11,289,473",-,-,"$11,289,473",100%
2003,184,Kamen Rider 555: Paradise Lost,"$11,067,556",-,-,"$11,067,556",100%
2003,185,Godzilla: Tokyo S.O.S.,"$10,724,345",-,-,"$10,724,345",100%
2003,186,The Cooler,"$10,464,788","$8,291,572",79.2%,"$2,173,216",20.8%
2003,187,A Touch of Spice,"$10,395,779",-,-,"$10,395,779",100%
2003,188,Thirteen,"$10,128,960","$4,601,043",45.4%,"$5,527,917",54.6%
2003,189,Kisarazu Cat's Eye: Nihon Series,"$10,029,866",-,-,"$10,029,866",100%
2003,190,Elephant,"$10,012,022","$1,266,955",12.7%,"$8,745,067",87.3%
2003,191,Shin Chan: The Adult Empire Strikes Back,"$9,851,449",-,-,"$9,851,449",100%
2003,192,My Life Without Me,"$9,726,954","$400,948",4.1%,"$9,326,006",95.9%
2003,193,The Young Black Stallion,"$9,638,389","$6,751,389",70%,"$2,887,000",30%
2003,194,Married for 7 Years,"$9,545,175",-,-,"$9,545,175",100%
2003,195,Veronica Guerin,"$9,439,660","$1,571,504",16.6%,"$7,868,156",83.4%
2003,196,The Flying Classroom,"$9,378,807",-,-,"$9,378,807",100%
2003,197,"Spring, Summer, Fall, Winter... and Spring","$8,944,914","$2,380,788",26.6%,"$6,564,126",73.4%
2003,198,Après Vous,"$8,852,763","$830,292",9.4%,"$8,022,471",90.6%
2003,199,18 Years Later,"$8,785,730","$25,611",0.3%,"$8,760,119",99.7%
2003,200,Le coeur des hommes,"$8,755,325",-,-,"$8,755,325",100%
2004,1,Shrek 2,"$928,760,770","$441,226,247",47.5%,"$487,534,523",52.5%
2004,2,Harry Potter and the Prisoner of Azkaban,"$795,634,069","$249,541,069",31.4%,"$546,093,000",68.6%
2004,3,Spider-Man 2,"$788,618,317","$373,585,825",47.4%,"$415,032,492",52.6%
2004,4,The Incredibles,"$631,442,092","$261,441,092",41.4%,"$370,001,000",58.6%
2004,5,The Passion of the Christ,"$611,486,736","$370,274,604",60.6%,"$241,212,132",39.4%
2004,6,The Day After Tomorrow,"$552,639,571","$186,740,799",33.8%,"$365,898,772",66.2%
2004,7,Meet the Fockers,"$522,657,936","$279,261,160",53.4%,"$243,396,776",46.6%
2004,8,Troy,"$497,409,852","$133,378,256",26.8%,"$364,031,596",73.2%
2004,9,Shark Tale,"$374,583,879","$160,861,908",42.9%,"$213,721,971",57.1%
2004,10,Ocean's Twelve,"$362,744,280","$125,544,280",34.6%,"$237,200,000",65.4%
2004,11,"I, Robot","$353,133,898","$144,801,023",41%,"$208,332,875",59%
2004,12,National Treasure,"$347,512,318","$173,008,894",49.8%,"$174,503,424",50.2%
2004,13,Van Helsing,"$300,157,638","$120,177,084",40%,"$179,980,554",60%
2004,14,The Bourne Supremacy,"$290,633,422","$176,241,941",60.6%,"$114,391,481",39.4%
2004,15,The Polar Express,"$286,000,505","$162,775,358",56.9%,"$123,225,147",43.1%
2004,16,Bridget Jones: The Edge of Reason,"$265,126,918","$40,226,215",15.2%,"$224,900,703",84.8%
2004,17,Howl's Moving Castle,"$235,347,345","$4,711,096",2%,"$230,636,249",98%
2004,18,Fahrenheit 9/11,"$222,446,882","$119,194,771",53.6%,"$103,252,111",46.4%
2004,19,Collateral,"$220,239,925","$101,005,703",45.9%,"$119,234,222",54.1%
2004,20,The Terminal,"$218,685,607","$77,872,883",35.6%,"$140,812,724",64.4%
2004,21,Million Dollar Baby,"$216,763,646","$100,492,203",46.4%,"$116,271,443",53.6%
2004,22,The Aviator,"$213,719,942","$102,610,330",48%,"$111,109,612",52%
2004,23,A Series of Unfortunate Events,"$211,468,235","$118,634,549",56.1%,"$92,833,686",43.9%
2004,24,King Arthur,"$203,567,857","$51,882,244",25.5%,"$151,685,613",74.5%
2004,25,Garfield: The Movie,"$203,172,417","$75,369,589",37.1%,"$127,802,828",62.9%
2004,26,50 First Dates,"$198,413,428","$120,908,074",60.9%,"$77,505,354",39.1%
2004,27,The Grudge,"$187,281,115","$110,359,362",58.9%,"$76,921,753",41.1%
2004,28,Scooby-Doo 2: Monsters Unleashed,"$181,216,833","$84,216,833",46.5%,"$97,000,000",53.5%
2004,29,Along Came Polly,"$178,311,729","$88,097,164",49.4%,"$90,214,565",50.6%
2004,30,Alien vs. Predator,"$177,427,090","$80,282,231",45.2%,"$97,144,859",54.8%
2004,31,Starsky & Hutch,"$170,268,750","$88,237,754",51.8%,"$82,030,996",48.2%
2004,32,Shall We Dance,"$170,128,460","$57,890,460",34%,"$112,238,000",66%
2004,33,Dodgeball: A True Underdog Story,"$168,423,227","$114,326,736",67.9%,"$54,096,491",32.1%
2004,34,Alexander,"$167,298,192","$34,297,191",20.5%,"$133,001,001",79.5%
2004,35,The Phantom of the Opera,"$154,648,887","$51,268,815",33.2%,"$103,380,072",66.8%
2004,36,Kill Bill: Vol. 2,"$154,116,796","$66,208,183",43%,"$87,908,613",57%
2004,37,Home on the Range,"$145,358,062","$50,030,461",34.4%,"$95,327,601",65.6%
2004,38,The SpongeBob SquarePants Movie,"$140,192,993","$85,417,988",60.9%,"$54,775,005",39.1%
2004,39,The Princess Diaries 2: Royal Engagement,"$134,734,481","$95,170,481",70.6%,"$39,564,000",29.4%
2004,40,Blade: Trinity,"$131,883,935","$52,411,906",39.7%,"$79,472,029",60.3%
2004,41,Man on Fire,"$130,834,852","$77,911,774",59.5%,"$52,923,078",40.5%
2004,42,Mean Girls,"$130,125,829","$86,058,055",66.1%,"$44,067,774",33.9%
2004,43,Resident Evil: Apocalypse,"$129,342,769","$51,201,453",39.6%,"$78,141,316",60.4%
2004,44,Ray,"$123,971,376","$75,331,600",60.8%,"$48,639,776",39.2%
2004,45,The Notebook,"$117,812,623","$81,001,787",68.8%,"$36,810,836",31.2%
2004,46,The Forgotten,"$117,592,831","$67,133,509",57.1%,"$50,459,322",42.9%
2004,47,Finding Neverland,"$116,650,613","$51,680,613",44.3%,"$64,970,000",55.7%
2004,48,The Chronicles of Riddick,"$115,900,534","$57,761,012",49.8%,"$58,139,522",50.2%
2004,49,Closer,"$115,505,027","$33,987,757",29.4%,"$81,517,270",70.6%
2004,50,White Chicks,"$113,086,475","$70,831,760",62.6%,"$42,254,715",37.4%
2004,51,Sideways,"$109,706,931","$71,503,593",65.2%,"$38,203,338",34.8%
2004,52,Hidalgo,"$108,040,622","$67,303,450",62.3%,"$40,737,172",37.7%
2004,53,The Stepford Wives,"$103,370,127","$59,484,742",57.5%,"$43,885,385",42.5%
2004,54,Saw,"$103,096,345","$55,185,045",53.5%,"$47,911,300",46.5%
2004,55,Dawn of the Dead,"$102,278,712","$59,020,957",57.7%,"$43,257,755",42.3%
2004,56,Kung Fu Hustle,"$100,912,445","$17,108,591",17%,"$83,803,854",83%
2004,57,Ladder 49,"$100,572,044","$74,541,707",74.1%,"$26,030,337",25.9%
2004,58,Hellboy,"$99,318,987","$59,623,958",60%,"$39,695,029",40%
2004,59,The Butterfly Effect,"$96,693,417","$57,938,693",59.9%,"$38,754,724",40.1%
2004,60,Christmas with the Kranks,"$96,572,480","$73,780,539",76.4%,"$22,791,941",23.6%
2004,61,13 Going on 30,"$96,455,697","$57,231,747",59.3%,"$39,223,950",40.7%
2004,62,The Manchurian Candidate,"$96,105,910","$65,955,630",68.6%,"$30,150,280",31.4%
2004,63,Secret Window,"$92,913,171","$48,022,900",51.7%,"$44,890,271",48.3%
2004,64,House of Flying Daggers,"$92,863,945","$11,050,094",11.9%,"$81,813,851",88.1%
2004,65,Downfall,"$92,181,574","$5,509,040",6%,"$86,672,534",94%
2004,66,Anchorman: The Legend of Ron Burgundy,"$90,649,730","$85,288,303",94.1%,"$5,361,427",5.9%
2004,67,Catwoman,"$82,402,379","$40,202,379",48.8%,"$42,200,000",51.2%
2004,68,The Chorus,"$82,032,134","$2,087,128",2.5%,"$79,945,006",97.5%
2004,69,Exorcist: The Beginning,"$78,110,021","$41,821,986",53.5%,"$36,288,035",46.5%
2004,70,The Ladykillers,"$76,665,191","$39,799,191",51.9%,"$36,866,000",48.1%
2004,71,(T)Raumschiff Surprise - Periode 1,"$76,341,401",-,-,"$76,341,401",100%
2004,72,Tae Guk Gi: The Brotherhood of War,"$76,287,982","$1,111,061",1.5%,"$75,176,921",98.5%
2004,73,Eternal Sunshine of the Spotless Mind,"$74,036,715","$34,400,301",46.5%,"$39,636,414",53.5%
2004,74,Crying Out Love in the Center of the World,"$73,611,055",-,-,"$73,611,055",100%
2004,75,Without a Paddle,"$73,029,190","$58,169,327",79.7%,"$14,859,863",20.3%
2004,76,Around the World in 80 Days,"$72,178,895","$24,008,137",33.3%,"$48,170,758",66.7%
2004,77,Anacondas: The Hunt for the Blood Orchid,"$70,992,898","$32,238,923",45.4%,"$38,753,975",54.6%
2004,78,Taxi 2004 Re-release,"$70,778,329","$36,611,066",51.7%,"$34,167,263",48.3%
2004,79,A Cinderella Story,"$70,067,909","$51,438,175",73.4%,"$18,629,734",26.6%
2004,80,A Very Long Engagement,"$69,424,389","$6,524,389",9.4%,"$62,900,000",90.6%
2004,81,Barbershop 2: Back in Business,"$65,991,448","$65,111,277",98.7%,"$880,171",1.3%
2004,82,Taking Lives,"$65,470,529","$32,682,342",49.9%,"$32,788,187",50.1%
2004,83,Miracle,"$64,445,708","$64,378,093",99.9%,"$67,615",0.1%
2004,84,After the Sunset,"$62,657,868","$28,331,233",45.2%,"$34,326,635",54.8%
2004,85,Two Brothers,"$62,172,050","$19,176,754",30.8%,"$42,995,296",69.2%
2004,86,Friday Night Lights,"$61,950,770","$61,255,921",98.9%,"$694,849",1.1%
2004,87,In Good Company,"$61,315,215","$45,806,659",74.7%,"$15,508,556",25.3%
2004,88,Sky Captain and the World of Tomorrow,"$57,947,036","$37,762,677",65.2%,"$20,184,359",34.8%
2004,89,Cellular,"$57,678,321","$32,003,620",55.5%,"$25,674,701",44.5%
2004,90,The Motorcycle Diaries,"$57,663,224","$16,781,387",29.1%,"$40,881,837",70.9%
2004,91,Seven Dwarves,"$57,410,311",-,-,"$57,410,311",100%
2004,92,Walking Tall,"$57,223,890","$46,437,717",81.2%,"$10,786,173",18.8%
2004,93,Spanglish,"$55,470,154","$42,726,869",77%,"$12,743,285",23%
2004,94,The Punisher,"$54,700,105","$33,810,189",61.8%,"$20,889,916",38.2%
2004,95,Open Water,"$54,683,487","$30,610,863",56%,"$24,072,624",44%
2004,96,Team America: World Police,"$50,826,898","$32,786,074",64.5%,"$18,040,824",35.5%
2004,97,You Got Served,"$50,576,805","$40,363,810",79.8%,"$10,212,995",20.2%
2004,98,Raising Helen,"$49,718,611","$37,486,512",75.4%,"$12,232,099",24.6%
2004,99,Fat Albert,"$48,551,322","$48,116,322",99.1%,"$435,000",0.9%
2004,100,Be with You,"$46,616,207",-,-,"$46,616,207",100%
2004,101,Napoleon Dynamite,"$46,118,097","$44,540,956",96.6%,"$1,577,141",3.4%
2004,102,The Sea Inside,"$43,685,449","$2,104,923",4.8%,"$41,580,526",95.2%
2004,103,Wimbledon,"$41,682,237","$17,001,133",40.8%,"$24,681,104",59.2%
2004,104,Twisted,"$40,954,603","$25,198,598",61.5%,"$15,756,005",38.5%
2004,105,Bad Education,"$40,350,837","$5,211,842",12.9%,"$35,138,995",87.1%
2004,106,Crimson Rivers 2: Angels of the Apocalypse,"$40,152,148","$152,148",0.4%,"$40,000,000",99.6%
2004,107,The Prince and Me,"$37,666,766","$28,176,497",74.8%,"$9,490,269",25.2%
2004,108,Garden State,"$35,825,316","$26,782,316",74.8%,"$9,043,000",25.2%
2004,109,Jersey Girl,"$35,492,921","$25,268,157",71.2%,"$10,224,764",28.8%
2004,110,Alfie,"$35,060,882","$13,399,812",38.2%,"$21,661,070",61.8%
2004,111,Flight of the Phoenix,"$35,021,497","$21,009,180",60%,"$14,012,317",40%
2004,112,The Life Aquatic with Steve Zissou,"$34,808,403","$24,020,403",69%,"$10,788,000",31%
2004,113,Pokémon the Movie: Destiny Deoxys,"$34,337,258",-,-,"$34,337,258",100%
2004,114,Hotel Rwanda,"$33,882,243","$23,530,892",69.4%,"$10,351,351",30.6%
2004,115,Confessions of a Teenage Drama Queen,"$33,251,890","$29,331,068",88.2%,"$3,920,822",11.8%
2004,116,Night Watch,"$32,396,890",-,-,"$32,396,890",100%
2004,117,Johnson Family Vacation,"$31,326,183","$31,203,964",99.6%,"$122,219",0.4%
2004,118,The Girl Next Door,"$30,381,722","$14,589,444",48%,"$15,792,278",52%
2004,119,Godsend,"$30,120,671","$14,379,751",47.7%,"$15,740,920",52.3%
2004,120,Shaun of the Dead,"$30,039,392","$13,542,874",45.1%,"$16,496,518",54.9%
2004,121,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,144,802","$19,765,868",67.8%,"$9,378,934",32.2%
2004,122,Agent Cody Banks 2: Destination London,"$28,818,995","$23,630,159",82%,"$5,188,836",18%
2004,123,Thunderbirds,"$28,283,637","$6,880,917",24.3%,"$21,402,720",75.7%
2004,124,Dirty Dancing: Havana Nights,"$27,685,016","$14,161,590",51.2%,"$13,523,426",48.8%
2004,125,Ella Enchanted,"$27,388,767","$22,918,387",83.7%,"$4,470,380",16.3%
2004,126,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"$26,663,978",-,-,"$26,663,978",100%
2004,127,The Whole Ten Yards,"$26,170,671","$16,328,471",62.4%,"$9,842,200",37.6%
2004,128,The Alamo,"$25,819,961","$22,414,961",86.8%,"$3,405,000",13.2%
2004,129,Seed of Chucky,"$24,829,644","$17,083,732",68.8%,"$7,745,912",31.2%
2004,130,Bride & Prejudice,"$24,716,440","$6,605,592",26.7%,"$18,110,848",73.3%
2004,131,Podium,"$24,511,116",-,-,"$24,511,116",100%
2004,132,Harold & Kumar Go to White Castle,"$23,936,908","$18,250,550",76.2%,"$5,686,358",23.8%
2004,133,Birth,"$23,925,492","$5,095,038",21.3%,"$18,830,454",78.7%
2004,134,Christmas in Love,"$22,668,087",-,-,"$22,668,087",100%
2004,135,Detective Conan: Magician of the Silver Sky,"$22,618,511",-,-,"$22,618,511",100%
2004,136,EuroTrip,"$22,605,153","$17,771,387",78.6%,"$4,833,766",21.4%
2004,137,Quill: The Life of a Guide Dog,"$22,298,559",-,-,"$22,298,559",100%
2004,138,NASCAR: The IMAX Experience,"$22,248,831","$21,583,831",97%,"$665,000",3%
2004,139,Little Black Book,"$22,035,509","$20,698,668",93.9%,"$1,336,841",6.1%
2004,140,Do You Know Claudia?,"$21,852,972",-,-,"$21,852,972",100%
2004,141,Mr. 3000,"$21,839,377","$21,811,187",99.9%,"$28,190",0.1%
2004,142,Wicker Park,"$21,568,818","$13,001,257",60.3%,"$8,567,561",39.7%
2004,143,Win a Date with Tad Hamilton!,"$21,513,434","$17,071,962",79.4%,"$4,441,472",20.6%
2004,144,The Merchant of Venice,"$21,417,725","$3,765,585",17.6%,"$17,652,140",82.4%
2004,145,New York Minute,"$21,289,826","$14,071,441",66.1%,"$7,218,385",33.9%
2004,146,Mindhunters,"$21,148,829","$4,480,744",21.2%,"$16,668,085",78.8%
2004,147,G.O.R.A.,"$20,839,049",-,-,"$20,839,049",100%
2004,148,Super Size Me,"$20,645,757","$11,536,423",55.9%,"$9,109,334",44.1%
2004,149,The 11 Commandments,"$20,537,839",-,-,"$20,537,839",100%
2004,150,Ladies in Lavender,"$20,377,075","$6,765,081",33.2%,"$13,611,994",66.8%
2004,151,Melinda and Melinda,"$20,129,327","$3,826,280",19%,"$16,303,047",81%
2004,152,I Heart Huckabees,"$20,072,172","$12,785,432",63.7%,"$7,286,740",36.3%
2004,153,2046,"$19,470,239","$1,444,588",7.4%,"$18,025,651",92.6%
2004,154,Vanity Fair,"$19,463,185","$16,136,476",82.9%,"$3,326,709",17.1%
2004,155,Windstruck,"$19,225,992",-,-,"$19,225,992",100%
2004,156,The Corsican File,"$18,922,216",-,-,"$18,922,216",100%
