name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
Suspicion,97,77,90,['Mystery & Thriller'],,1h 39m,1941,"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce', 'Dame May Whitty']",['Alfred Hitchcock']
Evan Almighty,24,52,33,"['Kids & Family', 'Comedy']",PG,1h 36m,2007,"['Steve Carell', 'Morgan Freeman', 'Lauren Graham', 'John Goodman', 'Wanda Sykes']",['Tom Shadyac']
Sugar,92,79,87,['Drama'],R,1h 58m,2008,"['Algenis Perez Soto', 'Rayniel Rufino', 'André Holland', 'Michael Gaston', 'Jaime Tirelli']","['Anna Boden', 'Ryan Fleck']"
Romero,82,80,81,['Biography'],PG-13,1h 45m,1989,"['Raul Julia', 'Richard Jordan', 'Ana-Alicia', 'Eddie Velez', 'Alejandro Bracho']",['John Duigan']
Swing Vote,38,42,39,['Comedy'],PG-13,1h 59m,2008,"['Kevin Costner', 'Madeline Carroll', 'Paula Patton', 'Kelsey Grammer', 'Dennis Hopper']",['1184821 Joshua Michael Stern']
Man's Best Friend,21,43,28,"['Horror', 'Comedy']",R,1h 27m,1993,"['Ally Sheedy', 'Lance Henriksen', 'Robert Costanzo', 'Fredric Lehne', 'John Cassini']",['John Lafia']
Body of Lies,55,62,57,"['Drama', 'Mystery & Thriller', 'Action']",R,2h 8m,2008,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong', 'Golshifteh Farahani', 'Oscar Isaac']",['Ridley Scott']
Anvil! The Story of Anvil,98,90,95,['Documentary'],,1h 25m,2008,"['Steve ""Lips"" Kudlow', 'Robb Reiner', 'Slash', 'Lars Ulrich', 'Lemmy']",['Sacha Gervasi']
I Love You Again,100,83,94,['Comedy'],,1h 37m,1940,"['William Powell', 'Myrna Loy', 'Frank McHugh', 'Edmund Lowe', 'Donald Douglas']",['W S Van Dyke Ii']
Pirates of the Caribbean: At World's End,44,72,53,"['Adventure', 'Action', 'Fantasy']",PG-13,2h 48m,2007,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush', 'Chow Yun-Fat']",['Gore Verbinski']
The Velveteen Rabbit,86,66,79,"['Kids & Family', 'Fantasy']",G,1h 28m,2009,"['Jane Seymour', 'Tom Skerritt', 'Ellen Burstyn', 'Matthew Harbour', 'Chandler Wakefield']",['Michael Landon Jr']
Raiders of the Lost Ark,93,96,94,"['Adventure', 'Action']",PG,1h 55m,1981,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'Wolf Kahler', 'Ronald Lacey']",['Steve Spielberg']
Orphans,47,77,57,"['Comedy', 'Drama']",,1h 41m,1998,"['Douglas Henshall', 'Gary Lewis', 'Stephen McCole', 'Rosemarie Stevenson', 'Frank Gallagher']",['Peter Mullan']
Google Me,67,46,60,['Documentary'],,1h 37m,2007,"['Jim Killeen', 'Jeannie Roshar', 'Jim Killeen', 'Jim Killeen', 'Jeannie Roshar']",['Jim Killeen 2']
Last House on the Left,63,50,58,['Horror'],R,1h 31m,1972,"['Sandra Cassel', 'Lucy Grantham', 'David Hess', 'F.J. Lincoln', 'Jeramie Rain']",['Wes Craven']
The Stunt Man,90,73,84,"['Mystery & Thriller', 'Comedy']",R,2h 9m,1980,"[""Peter O'Toole"", 'Steve Railsback', 'Barbara Hershey', 'Allen Garfield', 'Alex Rocco']",['Richard Rush']
Ironweed,58,59,58,['Drama'],R,2h 21m,1987,"['Jack Nicholson', 'Meryl Streep', 'Tom Waits', 'Carroll Baker', ""Michael O'Keefe""]",['Hector Babenco']
Almost an Angel,33,49,38,['Fantasy'],PG,1h 37m,1990,"['Paul Hogan', 'Elias Koteas', 'Linda Kozlowski', 'Charlton Heston', 'Doreen Lang']",['John Cornell']
Chillerama,33,44,36,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Musical']",,2h 0m,2011,"['Richard Riehle', 'Adam Rifkin', 'Ray Wise', 'Sarah Mutch', 'Eric Roberts']","['Adam Green', 'Joe Lynch', 'Adam Rifkin', 'Tim Sullivan']"
Chris Fleming: HELL,80,80,80,"['Comedy', 'Stand-Up']",,1h 9m,2023,"['Chris Fleming', 'Cat Solen', 'Chris Fleming', 'Morgan Howard', 'Michaela Ford']",['Cat Solen']
Rachel Getting Married,84,62,76,"['Comedy', 'Drama']",R,1h 51m,2008,"['Anne Hathaway', 'Rosemarie DeWitt', 'Bill Irwin', 'Debra Winger', 'Tunde Adebimpe']",['Jonathan Demme']
Toni Morrison: The Pieces I Am,97,96,96,['Documentary'],PG-13,1h 59m,2019,"['Toni Morrison', 'Oprah Winfrey', 'Russell Banks', 'Walter Mosley', 'Fran Lebowitz']",['Timothy Greenfieldsanders']
Night Monster,60,30,50,"['Horror', 'Mystery & Thriller']",,1h 13m,1942,"['Bela Lugosi', 'Lionel Atwill', 'Leif Erickson', 'Irene Hervey', 'Ralph Morgan']",['Ford I Beebe 2']
Glass: A Portrait of Philip in Twelve Parts,84,79,82,"['Documentary', 'Music']",,1h 55m,2007,['Scott Hicks'],['Scott Hicks']
Transformers: Revenge of the Fallen,20,57,32,"['Action', 'Adventure', 'Sci-Fi']",PG-13,2h 29m,2009,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'Kevin Dunn']",['Michael Bay']
An American Werewolf in Paris,7,30,14,['Horror'],R,1h 38m,1997,"['Tom Everett Scott', 'Julie Delpy', 'Vince Vieluf', 'Phil Buckman', 'Julie Bowen']",['Anthony Waller']
Spinning Man,42,37,40,['Mystery & Thriller'],R,1h 40m,2018,"['Guy Pearce', 'Pierce Brosnan', 'Minnie Driver', 'Jamie Kennedy', 'Odeya Rush']",['Simon Kaijser']
Harry Potter and the Deathly Hallows: Part 1,77,85,79,"['Fantasy', 'Adventure']",PG-13,2h 26m,2010,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Ralph Fiennes', 'Alan Rickman']",['David Yates']
Wrath of Man,67,90,74,"['Action', 'Mystery & Thriller', 'Crime', 'Drama']",R,1h 59m,2021,"['Jason Statham', 'Holt McCallany', 'Jeffrey Donovan', 'Josh Hartnett', 'Laz Alonso']",['Guy Ritchie']
Still: A Michael J. Fox Movie,99,95,97,"['Documentary', 'Biography']",R,1h 35m,2023,"['Michael J. Fox', 'Tracy Pollan', 'Andrew Barber', 'David Diamond', 'Hannah Galway']",['Davis Guggenheim']
